country_name_short,country_name,election_type,election_date,vote_share,seats,seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,previous_parliament_election_id,previous_cabinet_id,party_id
FIN,Finland,ep,1996-10-20,24.4,4,16,KESK,Keskusta,Centre Party,5.802690042584961,67,652,24,100,94
FIN,Finland,ep,1996-10-20,10.5,2,16,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.2611919237549545,67,652,24,100,1427
FIN,Finland,ep,1996-10-20,7.6,1,16,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.6464720782564384,67,652,24,100,1062
FIN,Finland,ep,1996-10-20,5.8,1,16,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567078636866,67,652,24,100,585
FIN,Finland,ep,1996-10-20,2.1,0,16,VEU,Vaihtoehto EU:Lle,Anti-EU Movement,,67,652,24,100,1649
FIN,Finland,ep,1996-10-20,3.0,0,16,NSP,Nuorsuomalaiset – Ungfinnarna,Young Finns,,67,652,24,100,1009
FIN,Finland,ep,1996-10-20,2.8,0,16,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413938853245,67,652,24,100,1463
FIN,Finland,parliament,1999-03-21,22.9,51,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595170837722088,67,15,24,100,395
FIN,Finland,parliament,1999-03-21,22.4,48,200,KESK,Keskusta,Centre Party,5.802690042584961,67,15,24,100,94
FIN,Finland,parliament,1999-03-21,21.0,46,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727020831,67,15,24,100,1118
FIN,Finland,parliament,1999-03-21,10.9,20,200,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.2611919237549545,67,15,24,100,1427
FIN,Finland,parliament,1999-03-21,5.1,11,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567078636866,67,15,24,100,585
FIN,Finland,parliament,1999-03-21,7.3,11,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.6464720782564384,67,15,24,100,1062
FIN,Finland,parliament,1999-03-21,4.2,10,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413938853245,67,15,24,100,1463
FIN,Finland,parliament,1999-03-21,1.0,1,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070213585569,67,15,24,100,200
FIN,Finland,parliament,1999-03-21,0.4,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,15,24,100,66
FIN,Finland,parliament,1999-03-21,1.1,1,200,Rt,Remonttiryhmä,Reform Group,6.59999990463257,67,15,24,100,638
FIN,Finland,parliament,1999-03-21,1.0,0,200,NSP,Nuorsuomalaiset – Ungfinnarna,Young Finns,,67,15,24,100,1009
FIN,Finland,ep,1999-06-13,21.3,4,16,KESK,Keskusta,Centre Party,5.802690042584961,67,334,15,352,94
FIN,Finland,ep,1999-06-13,25.3,4,16,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727020831,67,334,15,352,1118
FIN,Finland,ep,1999-06-13,17.9,3,16,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595170837722088,67,334,15,352,395
FIN,Finland,ep,1999-06-13,13.4,2,16,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.6464720782564384,67,334,15,352,1062
FIN,Finland,ep,1999-06-13,6.8,1,16,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567078636866,67,334,15,352,585
FIN,Finland,ep,1999-06-13,9.1,1,16,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.2611919237549545,67,334,15,352,1427
FIN,Finland,ep,1999-06-13,2.4,1,16,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413938853245,67,334,15,352,1463
FIN,Finland,ep,1999-06-13,2.4,0,16,Eko,Ekologinen puolue – Ekologiska partiet,Ecological Party,4.75,67,334,15,352,1105
FIN,Finland,parliament,2003-03-16,24.7,55,200,KESK,Keskusta,Centre Party,5.802690042584961,67,253,15,663,94
FIN,Finland,parliament,2003-03-16,24.5,53,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595170837722088,67,253,15,663,395
FIN,Finland,parliament,2003-03-16,18.6,40,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727020831,67,253,15,663,1118
FIN,Finland,parliament,2003-03-16,9.9,19,200,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.2611919237549545,67,253,15,663,1427
FIN,Finland,parliament,2003-03-16,8.0,14,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.6464720782564384,67,253,15,663,1062
FIN,Finland,parliament,2003-03-16,4.6,8,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567078636866,67,253,15,663,585
FIN,Finland,parliament,2003-03-16,5.3,7,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413938853245,67,253,15,663,1463
FIN,Finland,parliament,2003-03-16,1.6,3,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070213585569,67,253,15,663,200
FIN,Finland,parliament,2003-03-16,0.4,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,253,15,663,66
FIN,Finland,parliament,2003-03-16,0.8,0,200,SKP-Y,Suomen Kommunistinen Puolue  (Yhtenäisyys) – Finlands Kommunistiska Partiet (Enhet),Communist  Party of Finland (Yhtenäisyys),,67,253,15,663,806
FIN,Finland,ep,2004-06-13,23.3,4,14,KESK,Keskusta,Centre Party,5.802690042584961,67,198,253,759,94
FIN,Finland,ep,2004-06-13,23.7,4,14,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727020831,67,198,253,759,1118
FIN,Finland,ep,2004-06-13,21.1,3,14,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595170837722088,67,198,253,759,395
FIN,Finland,ep,2004-06-13,9.1,1,14,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.2611919237549545,67,198,253,759,1427
FIN,Finland,ep,2004-06-13,10.4,1,14,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.6464720782564384,67,198,253,759,1062
FIN,Finland,ep,2004-06-13,5.7,1,14,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567078636866,67,198,253,759,585
FIN,Finland,ep,2004-06-13,4.3,0,14,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413938853245,67,198,253,759,1463
FIN,Finland,parliament,2007-03-18,23.1,51,200,KESK,Keskusta,Centre Party,5.802690042584961,67,314,253,759,94
FIN,Finland,parliament,2007-03-18,22.3,50,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727020831,67,314,253,759,1118
FIN,Finland,parliament,2007-03-18,21.4,45,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595170837722088,67,314,253,759,395
FIN,Finland,parliament,2007-03-18,8.8,17,200,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.2611919237549545,67,314,253,759,1427
FIN,Finland,parliament,2007-03-18,8.5,15,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.6464720782564384,67,314,253,759,1062
FIN,Finland,parliament,2007-03-18,4.6,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567078636866,67,314,253,759,585
FIN,Finland,parliament,2007-03-18,4.9,7,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413938853245,67,314,253,759,1463
FIN,Finland,parliament,2007-03-18,4.1,5,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070213585569,67,314,253,759,200
FIN,Finland,parliament,2007-03-18,0.4,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,314,253,759,66
FIN,Finland,parliament,2007-03-18,0.7,0,200,SKP-Y,Suomen Kommunistinen Puolue  (Yhtenäisyys) – Finlands Kommunistiska Partiet (Enhet),Communist  Party of Finland (Yhtenäisyys),,67,314,253,759,806
FIN,Finland,ep,2009-06-07,23.2,3,13,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727020831,67,181,314,277,1118
FIN,Finland,ep,2009-06-07,19.0,3,13,KESK,Keskusta,Centre Party,5.802690042584961,67,181,314,277,94
FIN,Finland,ep,2009-06-07,12.4,2,13,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.6464720782564384,67,181,314,277,1062
FIN,Finland,ep,2009-06-07,17.5,2,13,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595170837722088,67,181,314,277,395
FIN,Finland,ep,2009-06-07,4.2,1,13,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413938853245,67,181,314,277,1463
FIN,Finland,ep,2009-06-07,6.1,1,13,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567078636866,67,181,314,277,585
FIN,Finland,ep,2009-06-07,9.8,1,13,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070213585569,67,181,314,277,200
FIN,Finland,ep,2009-06-07,5.9,0,13,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.2611919237549545,67,181,314,277,1427
FIN,Finland,parliament,2011-04-17,20.4,44,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.245056727020831,67,700,314,383,1118
FIN,Finland,parliament,2011-04-17,19.1,42,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595170837722088,67,700,314,383,395
FIN,Finland,parliament,2011-04-17,19.1,39,200,SP-P,Suomen Puolue – Perussuomalaiset,Finnish Party -- True Finns,6.633070213585569,67,700,314,383,200
FIN,Finland,parliament,2011-04-17,15.8,35,200,KESK,Keskusta,Centre Party,5.802690042584961,67,700,314,383,94
FIN,Finland,parliament,2011-04-17,8.1,14,200,VAS,Vasemmistoliitto – Vänsterförbundet,Left Alliance,2.2611919237549545,67,700,314,383,1427
FIN,Finland,parliament,2011-04-17,7.3,10,200,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,3.6464720782564384,67,700,314,383,1062
FIN,Finland,parliament,2011-04-17,4.3,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.390567078636866,67,700,314,383,585
FIN,Finland,parliament,2011-04-17,4.0,6,200,KD,Suomen Kristillisdemokraatit – Kristdemokraterna i Finland,Finnish Christian Union,7.188413938853245,67,700,314,383,1463
FIN,Finland,parliament,2011-04-17,0.2,1,200,AS,Åländsk Samlingin ääntä – Åländsk Samling,Aland Coalition,,67,700,314,383,66
FIN,Finland,parliament,2011-04-17,0.5,0,200,no-seat,no seats,no seats,,67,700,314,383,2054
FRA,France,parliament,1945-10-21,26.1,148,522,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,471,,329,686
FRA,France,parliament,1945-10-21,24.9,141,522,MRP,Mouvement républicain populaire,Popular Republican Movement,8.2,43,471,,329,1086
FRA,France,parliament,1945-10-21,23.8,134,522,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,471,,329,1539
FRA,France,parliament,1945-10-21,,62,522,PRL,Parti républicain de la liberté,Conservatives,7.563571462631225,43,471,,329,1297
FRA,France,parliament,1945-10-21,11.1,35,522,PRR/RS,Parti répulicain radical et radical socialiste,Radical Socialist Party,3.989642806053163,43,471,,329,401
FRA,France,parliament,1945-10-21,0.8,2,522,none,sans étiquette,no party affiliation,,43,471,,329,947
FRA,France,parliament,1945-10-21,13.3,0,522,droite,divers droite,other right,7.65833330154419,43,471,,329,285
FRA,France,parliament,1946-06-02,28.1,160,522,MRP,Mouvement républicain populaire,Popular Republican Movement,8.2,43,348,471,648,1086
FRA,France,parliament,1946-06-02,26.2,146,522,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,348,471,648,686
FRA,France,parliament,1946-06-02,21.1,115,522,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,348,471,648,1539
FRA,France,parliament,1946-06-02,,62,522,PRL,Parti républicain de la liberté,Conservatives,7.563571462631225,43,348,471,648,1297
FRA,France,parliament,1946-06-02,,39,522,PRR/RS,Parti répulicain radical et radical socialiste,Radical Socialist Party,3.989642806053163,43,348,471,648,401
FRA,France,parliament,1946-06-02,11.5,0,522,RGR,Rassemblement des gauches républicaines,Rally of Republican Lefts,,43,348,471,648,890
FRA,France,parliament,1946-06-02,12.8,0,522,droite,divers droite,other right,7.65833330154419,43,348,471,648,285
FRA,France,parliament,1946-11-10,29.0,166,544,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,75,348,150,686
FRA,France,parliament,1946-11-10,26.0,158,544,MRP,Mouvement républicain populaire,Popular Republican Movement,8.2,43,75,348,150,1086
FRA,France,parliament,1946-11-10,18.0,90,544,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,75,348,150,1539
FRA,France,parliament,1946-11-10,13.0,70,544,PRL,Parti républicain de la liberté,Conservatives,7.563571462631225,43,75,348,150,1297
FRA,France,parliament,1946-11-10,12.0,55,544,PRR/RS,Parti répulicain radical et radical socialiste,Radical Socialist Party,3.989642806053163,43,75,348,150,401
FRA,France,parliament,1946-11-10,1.6,5,544,G,Gaullists,Gaullists,8.2,43,75,348,150,1094
FRA,France,parliament,1951-06-17,22.0,107,544,G,Gaullists,Gaullists,8.2,43,293,75,104,1094
FRA,France,parliament,1951-06-17,25.9,97,544,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,293,75,104,686
FRA,France,parliament,1951-06-17,14.0,94,544,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,293,75,104,1539
FRA,France,parliament,1951-06-17,14.0,87,544,PRL,Parti républicain de la liberté,Conservatives,7.563571462631225,43,293,75,104,1297
FRA,France,parliament,1951-06-17,12.5,82,544,MRP,Mouvement républicain populaire,Popular Republican Movement,8.2,43,293,75,104,1086
FRA,France,parliament,1951-06-17,9.9,77,544,PRR/RS,Parti répulicain radical et radical socialiste,Radical Socialist Party,3.989642806053163,43,293,75,104,401
FRA,France,parliament,1956-01-02,25.9,147,544,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,312,293,397,686
FRA,France,parliament,1956-01-02,15.0,95,544,PRL,Parti républicain de la liberté,Conservatives,7.563571462631225,43,312,293,397,1297
FRA,France,parliament,1956-01-02,15.0,88,544,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,312,293,397,1539
FRA,France,parliament,1956-01-02,15.0,73,544,PRR/RS,Parti répulicain radical et radical socialiste,Radical Socialist Party,3.989642806053163,43,312,293,397,401
FRA,France,parliament,1956-01-02,11.1,71,544,MRP,Mouvement républicain populaire,Popular Republican Movement,8.2,43,312,293,397,1086
FRA,France,parliament,1956-01-02,12.3,51,544,UDCA,Union de défense des commerçants et artisans – Poujadists,Union for the Defence of Traders and Artisans -- Poujadists,,43,312,293,397,898
FRA,France,parliament,1956-01-02,3.9,16,544,G,Gaullists,Gaullists,8.2,43,312,293,397,1094
FRA,France,parliament,1956-01-02,,3,544,etc,divers,others,,43,312,293,397,1328
FRA,France,parliament,1958-11-23,21.0,198,465,G,Gaullists,Gaullists,8.2,43,375,312,197,1094
FRA,France,parliament,1958-11-23,20.0,133,465,PRL,Parti républicain de la liberté,Conservatives,7.563571462631225,43,375,312,197,1297
FRA,France,parliament,1958-11-23,11.6,57,465,MRP,Mouvement républicain populaire,Popular Republican Movement,8.2,43,375,312,197,1086
FRA,France,parliament,1958-11-23,15.0,44,465,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,375,312,197,1539
FRA,France,parliament,1958-11-23,9.7,23,465,PRR/RS,Parti répulicain radical et radical socialiste,Radical Socialist Party,3.989642806053163,43,375,312,197,401
FRA,France,parliament,1958-11-23,18.9,10,465,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,375,312,197,686
FRA,France,parliament,1962-11-18,34.0,230,465,G,Gaullists,Gaullists,8.2,43,407,375,526,1094
FRA,France,parliament,1962-11-18,12.0,64,465,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,407,375,526,1539
FRA,France,parliament,1962-11-18,21.8,41,465,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,407,375,526,686
FRA,France,parliament,1962-11-18,7.4,41,465,PRR/RS,Parti répulicain radical et radical socialiste,Radical Socialist Party,3.989642806053163,43,407,375,526,401
FRA,France,parliament,1962-11-18,7.9,37,465,MRP,Mouvement républicain populaire,Popular Republican Movement,8.2,43,407,375,526,1086
FRA,France,parliament,1962-11-18,12.0,32,465,PRL,Parti républicain de la liberté,Conservatives,7.563571462631225,43,407,375,526,1297
FRA,France,parliament,1962-11-18,2.3,18,465,IR,Independants républicains,Independent Republicans,7.05772491313793,43,407,375,526,59
FRA,France,parliament,1962-11-18,0.4,2,465,PSU,Parti socialiste unifie,Unified Socialist Party,,43,407,375,526,516
FRA,France,parliament,1967-03-05,33.0,191,470,G,Gaullists,Gaullists,8.2,43,291,407,349,1094
FRA,France,parliament,1967-03-05,22.4,72,470,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,291,407,349,686
FRA,France,parliament,1967-03-05,11.0,71,470,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,291,407,349,1539
FRA,France,parliament,1967-03-05,7.5,47,470,PRR/RS,Parti répulicain radical et radical socialiste,Radical Socialist Party,3.989642806053163,43,291,407,349,401
FRA,France,parliament,1967-03-05,8.7,41,470,IR,Independants républicains,Independent Republicans,7.05772491313793,43,291,407,349,59
FRA,France,parliament,1967-03-05,13.4,38,470,CD,Centre démocrat,Democratic Centre,5.721587250497607,43,291,407,349,1491
FRA,France,parliament,1967-03-05,3.3,7,470,PRL,Parti républicain de la liberté,Conservatives,7.563571462631225,43,291,407,349,1297
FRA,France,parliament,1967-03-05,0.6,3,470,PSU,Parti socialiste unifie,Unified Socialist Party,,43,291,407,349,516
FRA,France,parliament,1968-06-23,37.5,282,470,G,Gaullists,Gaullists,8.2,43,386,291,93,1094
FRA,France,parliament,1968-06-23,8.2,64,470,IR,Independants républicains,Independent Republicans,7.05772491313793,43,386,291,93,59
FRA,France,parliament,1968-06-23,9.9,34,470,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,386,291,93,1539
FRA,France,parliament,1968-06-23,20.0,33,470,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,386,291,93,686
FRA,France,parliament,1968-06-23,10.0,26,470,CD,Centre démocrat,Democratic Centre,5.721587250497607,43,386,291,93,1491
FRA,France,parliament,1968-06-23,6.7,23,470,PRR/RS,Parti répulicain radical et radical socialiste,Radical Socialist Party,3.989642806053163,43,386,291,93,401
FRA,France,parliament,1968-06-23,1.9,8,470,PRL,Parti républicain de la liberté,Conservatives,7.563571462631225,43,386,291,93,1297
FRA,France,parliament,1973-03-04,26.0,178,473,G,Gaullists,Gaullists,8.2,43,357,386,430,1094
FRA,France,parliament,1973-03-04,19.0,89,473,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,357,386,430,1539
FRA,France,parliament,1973-03-04,21.4,73,473,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,357,386,430,686
FRA,France,parliament,1973-03-04,7.0,54,473,IR,Independants républicains,Independent Republicans,7.05772491313793,43,357,386,430,59
FRA,France,parliament,1973-03-04,12.8,30,473,MR,Mouvement réformateur,Reformers Movement,5.869523741404216,43,357,386,430,213
FRA,France,parliament,1973-03-04,3.8,21,473,CDP,Centre démocratie et progrés,Centre Democracy and Progress,5.869523741404216,43,357,386,430,885
FRA,France,parliament,1973-03-04,3.4,15,473,PRL,Parti républicain de la liberté,Conservatives,7.563571462631225,43,357,386,430,1297
FRA,France,parliament,1973-03-04,1.7,11,473,PRG,Parti radical de gauche,Radical Party of the Left,4.08130947271983,43,357,386,430,1492
FRA,France,parliament,1973-03-04,0.4,2,473,PSU,Parti socialiste unifie,Unified Socialist Party,,43,357,386,430,516
FRA,France,parliament,1978-03-12,23.0,142,474,RPR,Rassemblement pour la République,Rally for the Republic,7.4997460589938685,43,496,357,72,138
FRA,France,parliament,1978-03-12,21.4,124,474,UDF,Union pour la démocratie française,Union for French Democracy,6.10171424484253,43,496,357,72,509
FRA,France,parliament,1978-03-12,22.8,102,474,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,496,357,72,1539
FRA,France,parliament,1978-03-12,20.6,86,474,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,496,357,72,686
FRA,France,parliament,1978-03-12,2.1,10,474,PRG,Parti radical de gauche,Radical Party of the Left,4.08130947271983,43,496,357,72,1492
FRA,France,parliament,1978-03-12,1.9,10,474,PRL,Parti républicain de la liberté,Conservatives,7.563571462631225,43,496,357,72,1297
FRA,France,ep,1979-06-10,27.6,25,81,UDF,Union pour la démocratie française,Union for French Democracy,6.10171424484253,43,677,496,771,509
FRA,France,ep,1979-06-10,23.5,22,81,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,677,496,771,1539
FRA,France,ep,1979-06-10,20.5,19,81,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,677,496,771,686
FRA,France,ep,1979-06-10,16.3,15,81,RPR,Rassemblement pour la République,Rally for the Republic,7.4997460589938685,43,677,496,771,138
FRA,France,ep,1979-06-10,4.4,0,81,V,Les Verts,Greens,3.1550158593919546,43,677,496,771,873
FRA,France,ep,1979-06-10,1.3,0,81,PFN,Parti des forces nouvelles,Party of New Forces,9.8,43,677,496,771,670
FRA,France,parliament,1981-06-14,37.8,268,474,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,20,496,866,1539
FRA,France,parliament,1981-06-14,21.0,80,474,RPR,Rassemblement pour la République,Rally for the Republic,7.4997460589938685,43,20,496,866,138
FRA,France,parliament,1981-06-14,19.2,59,474,UDF,Union pour la démocratie française,Union for French Democracy,6.10171424484253,43,20,496,866,509
FRA,France,parliament,1981-06-14,16.1,43,474,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,20,496,866,686
FRA,France,parliament,1981-06-14,,14,474,PRG,Parti radical de gauche,Radical Party of the Left,4.08130947271983,43,20,496,866,1492
FRA,France,parliament,1981-06-14,2.7,10,474,PRL,Parti républicain de la liberté,Conservatives,7.563571462631225,43,20,496,866,1297
FRA,France,ep,1984-06-17,43.0,41,81,UDF,Union pour la démocratie française,Union for French Democracy,6.10171424484253,43,415,20,428,509
FRA,France,ep,1984-06-17,20.8,20,81,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,415,20,428,1539
FRA,France,ep,1984-06-17,11.0,10,81,FN,Front National,National Front,9.685428565979004,43,415,20,428,270
FRA,France,ep,1984-06-17,11.2,10,81,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,415,20,428,686
FRA,France,ep,1984-06-17,3.4,0,81,V,Les Verts,Greens,3.1550158593919546,43,415,20,428,873
FRA,France,parliament,1986-03-16,31.0,198,556,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,623,20,843,1539
FRA,France,parliament,1986-03-16,27.0,146,556,RPR,Rassemblement pour la République,Rally for the Republic,7.4997460589938685,43,623,20,843,138
FRA,France,parliament,1986-03-16,16.0,128,556,UDF,Union pour la démocratie française,Union for French Democracy,6.10171424484253,43,623,20,843,509
FRA,France,parliament,1986-03-16,9.8,35,556,FN,Front National,National Front,9.685428565979004,43,623,20,843,270
FRA,France,parliament,1986-03-16,9.7,32,556,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,623,20,843,686
FRA,France,parliament,1986-03-16,0.4,13,556,PRG,Parti radical de gauche,Radical Party of the Left,4.08130947271983,43,623,20,843,1492
FRA,France,parliament,1986-03-16,1.9,4,556,PRL,Parti républicain de la liberté,Conservatives,7.563571462631225,43,623,20,843,1297
FRA,France,parliament,1988-06-05,37.0,260,555,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,643,623,240,1539
FRA,France,parliament,1988-06-05,18.5,130,555,UDF,Union pour la démocratie française,Union for French Democracy,6.10171424484253,43,643,623,240,509
FRA,France,parliament,1988-06-05,19.0,123,555,RPR,Rassemblement pour la République,Rally for the Republic,7.4997460589938685,43,643,623,240,138
FRA,France,parliament,1988-06-05,11.3,24,555,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,643,623,240,686
FRA,France,parliament,1988-06-05,1.1,9,555,PRG,Parti radical de gauche,Radical Party of the Left,4.08130947271983,43,643,623,240,1492
FRA,France,parliament,1988-06-05,2.7,8,555,PRL,Parti républicain de la liberté,Conservatives,7.563571462631225,43,643,623,240,1297
FRA,France,parliament,1988-06-05,9.8,1,555,FN,Front National,National Front,9.685428565979004,43,643,623,240,270
FRA,France,ep,1989-06-18,28.88,26,81,UDF,Union pour la démocratie française,Union for French Democracy,6.10171424484253,43,360,643,712,509
FRA,France,ep,1989-06-18,23.61,22,81,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,360,643,712,1539
FRA,France,ep,1989-06-18,11.73,10,81,FN,Front National,National Front,9.685428565979004,43,360,643,712,270
FRA,France,ep,1989-06-18,10.59,9,81,V,Les Verts,Greens,3.1550158593919546,43,360,643,712,873
FRA,France,ep,1989-06-18,8.42,7,81,RPR,Rassemblement pour la République,Rally for the Republic,7.4997460589938685,43,360,643,712,138
FRA,France,ep,1989-06-18,7.7,7,81,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,360,643,712,686
FRA,France,parliament,1993-03-21,20.2,257,577,RPR,Rassemblement pour la République,Rally for the Republic,7.4997460589938685,43,664,643,199,138
FRA,France,parliament,1993-03-21,19.6,215,577,UDF,Union pour la démocratie française,Union for French Democracy,6.10171424484253,43,664,643,199,509
FRA,France,parliament,1993-03-21,19.1,57,577,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,664,643,199,1539
FRA,France,parliament,1993-03-21,9.1,23,577,PCF,Parti communiste française,French Communist Party,1.3740634852515319,43,664,643,199,686
FRA,France,parliament,1993-03-21,4.3,19,577,droite,divers droite,other right,7.65833330154419,43,664,643,199,285
FRA,France,parliament,1993-03-21,1.1,6,577,gauche,divers gauche,others left,,43,664,643,199,177
FRA,France,parliament,1993-03-21,1.8,0,577,PRG,Parti radical de gauche,Radical Party of the Left,4.08130947271983,43,664,643,199,1492
FRA,France,parliament,1993-03-21,12.7,0,577,FN,Front National,National Front,9.685428565979004,43,664,643,199,270
FRA,France,ep,1994-06-12,25.6,28,87,UDF,Union pour la démocratie française,Union for French Democracy,6.10171424484253,43,680,664,318,509
FRA,France,ep,1994-06-12,14.5,15,87,PS,Parti socialiste,Socialist Party,3.2492698480818016,43,680,664,318,1539
FRA,France,ep,1994-06-12,12.3,13,87,MpaE,Majorité pour l'autre Europe,List of the Majority for another Europe,,43,680,664,318,1169
FRA,France,ep,1994-06-12,12.0,13,87,PRG,Parti radical de gauche,Radical Party of the Left,4.08130947271983,43,680,664,318,1492
FRA,France,ep,1994-06-12,10.5,11,87,FN,Front National,National Front,9.685428565979004,43,680,664,318,270
