id,country_id,start_date,name,caretaker,wikipedia,data_source,description,comment,previous_cabinet_id,previous_parliament_election_id,previous_ep_election_id,old_countryID,old_cabID
356,74,2006-07-14,Kaczynski,0,http://en.wikipedia.org/wiki/Jaros%C5%82aw_Kaczy%C5%84ski,"reuters, afp","Cabinet was appointed on 14 July 2006 and won an investiture vote (yes: 240, no: 205) on 19 July (AFP).
Coalition ended on 13 August 2007 when PM Kaczyński dismissed all Self-Defense (SRP) and League of Polish Families (LPR) ministers and called for early election. The cabinet resigned on 5 November following defeat in the election (Reuters).",Coded as one cabinet because election takes place within three months (19 October) and new government forms within three month after election (16 November).,754,188,199,616,20060
357,74,2001-10-19,Miller I,0,http://en.wikipedia.org/wiki/Leszek_Miller,ejpr,,,194,565,,616,20010
358,54,1969-10-22,Brandt I,0,http://de.wikipedia.org/wiki/Kabinett_Brandt_I,"nyt, dhbt","Brandt I cabinet lost its legislative majority after several FDP MPs crossed the floor. Opposition leader Barzel (CDU) initiated a constructive vote of no-confidence (yes: 247, no: 10, abstain: 3, total: 260) on 27 April 1972 to be elected as chancellor but gained no majority support. Brandt called for a vote of confidence (yes: 233, no: 248, abstain: 1) on 20 September 1972 to allow for a dissolution of parliament and new elections.",,170,447,,276,19690
359,21,1953-04-21,Eriksen II,0,http://da.wikipedia.org/wiki/Regeringen_Erik_Eriksen,nyt,"PM Eriksen told King Frederik IX in early May 1953 that his government would continue with minority support from Radical Liberals (RV) and Justice Party (RF).
It ended with elections on 22 September 1953 and resigned on 29 September.",,36,213,,208,19530
360,7,1951-07-03,Dupong V,0,http://lb.wikipedia.org/wiki/Regierung_Dupong-Schaus-Bodson,,,,799,149,,442,19510
361,35,1951-10-01,Erlander III,0,http://sv.wikipedia.org/wiki/Regeringen_Erlander_II,mueller,Continuation cabinet started on 1 October 1951 when Agrarian (B) ministers were appointed and ended with elections on 21 September 1952.,,445,431,,752,19510
362,41,1990-04-11,Mitsotakis,0,,reuters,"Cabinet was appointed on 11 April 1990.
Cabinet resigned  on 9 September 1993 after losing parliamentary majority. Some MPs from the New Democracy (ND) party group withdrew their support in conflict over the Republic of Macedonia.",,716,284,518,300,19901
363,43,1948-09-05,Schuman II,0,http://fr.wikipedia.org/wiki/Gouvernement_Robert_Schuman_(2),w,,,263,75,,250,19481
364,37,1959-06-23,Lemass I,0,http://en.wikipedia.org/wiki/Government_of_the_16th_D%C3%A1il,,,,523,469,,372,19590
365,59,1971-11-04,Kreisky II,0,http://de.wikipedia.org/wiki/Bundesregierung_Kreisky_II,mueller,"Cabinet was appointed on 4 November 1971.
Cabinet ended with election on 5 October 1975 and resigned three days later.",,354,185,,40,19710
366,8,1952-09-02,Drees III,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_Drees-3,,,,243,543,,528,19520
367,43,1950-07-12,Pleven I,0,http://fr.wikipedia.org/wiki/Gouvernement_Ren%C3%A9_Pleven_(1),w,,,758,75,,250,19501
369,39,1990-05-23,Antall,0,http://en.wikipedia.org/wiki/J%C3%B3zsef_Antall,mue-rom,Antall became ill with cancer and died on 12 December 1993.,,,257,,348,19900
370,27,1996-05-05,Aznar I,0,,,"Minority cabinet supported by small regional parties, especially Convergence and Unity (CiU) and Basque National Party (PNV) (Hopkin 2005, 389),",,654,99,44,724,19960
371,5,1996-11-07,Hashimoto II,0,,afp,"PM Hashimoto was elected on 7 November 1996 (yes: 262).
Cabinet announced resignation on 13 July 1998, effective 30 July, following defeat in upper house elections.",,800,628,,392,19961
372,26,1959-02-15,Segni II,0,http://it.wikipedia.org/wiki/Governo_Segni_II,mueller,,,880,507,,380,19590
373,67,1956-03-03,Fagerholm II,0,http://en.wikipedia.org/wiki/Karl-August_Fagerholm%27s_second_cabinet,"keesings, nyt, valt",Fagerholm lost party support and was defeated on 24 April 1957 by a single vote in an election for the party presidency of the SSDP.,,685,71,,246,19560
374,5,2009-09-16,Hatoyama Y,0,http://en.wikipedia.org/wiki/Yukio_Hatoyama,bbc,"Conflict over a US military base on Okinawa led to the fall of the cabinet and PM Hatoyama resigned on 2 June 2010. Previously, the SDP quit the coalition on 30 May 2010.",,494,327,,392,20090
375,64,1985-11-28,Martens VI,0,http://en.wikipedia.org/wiki/Wilfried_Martens,mueller,,,724,396,10,56,19850
376,54,1955-07-15,Adenauer III,0,http://de.wikipedia.org/wiki/Kabinett_Adenauer_II,"nyt, wid",Cabinet ended on 23 February 1956 after ministers of the Free Democratic Party (FDP) withdrew from the party group.,,192,103,,276,19550
377,55,1997-02-13,Skele II,0,http://en.wikipedia.org/wiki/Andris_Skele,conrad,,,235,534,,428,19970
378,67,1982-02-19,Sorsa IV,0,http://en.wikipedia.org/wiki/Kalevi_Sorsa,"nyt, valt",SKDL voted against bill that was supported by all parties in parliament.,,776,84,,246,19820
379,21,1979-10-26,Jorgensen V,0,http://da.wikipedia.org/wiki/Regeringen_Anker_J%C3%B8rgensen_IV,"mueller, nyt, parline","Cabinet lost a vote over an economic reform bill (yes: 74, no: 78, abstain: 10) on 12 November 1981 and PM Jorgensen dissolved parliament (Parline, NYT). He resigned on 9 December following electoral defeat (NYT).",,824,242,271,208,19790
380,35,1957-10-31,Erlander VI,0,http://sv.wikipedia.org/wiki/Regeringen_Erlander_III,nyt,"Cabinet was appointed on 31 October 1957 and ended with the dissolution of parliament on 28 April 1958 after loosing a confidence vote about a pension reform bill three days earlier (yes: 111, no 117).",,207,450,,752,19570
381,63,2002-04-06,Barroso,0,,,,EJPR Yearbook lists one minister that is independent but member of parliament but there are no independent members of parliament in the last election outcomes.,5,657,619,620,20020
382,26,1995-01-17,Dini I,1,http://it.wikipedia.org/wiki/Governo_Dini,reuters,"A technocratic cabinet under PM Dine was appointed on 17 January 1995 and won a confidence vote in parliament (yes: 302, no: 39, abstain: 270 [lower house]) on 25 January and in the Senate (yes: 191, no: 17, abstain: 2 [upper house]) on 1 February.
Cabinet had no stable majority support. In October 1995 (facing a confidence motion) Dini promised to resign by the end of the year after passing the 1996 budget. 
Dini offered his resignation on 30 December 1995 (rejected by President Scalfaro) and resigned on 11 January 1996.",,672,146,326,380,19950
383,67,2010-06-22,Kiviniemi,0,http://fi.wikipedia.org/wiki/Kiviniemen_hallitus,"reuters, stt, valt, yle","PM Kiviniemi was approved in parliament on 22 June 2010 (yes: 115, no: 56, abstain: 4, absent: 24) (Reuters, STT).
Cabinet  ended with regular election on 18 March 2011. PM Kiviniemi handed in her resignation on 28 April but cabinet remained in caretaker capacity until the new cabinet formed on 22 June (YLE).",,277,314,181,246,20100
384,63,1979-07-07,Pintassilgo,1,http://en.wikipedia.org/wiki/Maria_de_Lourdes_Pintasilgo,,,,465,200,,620,19790
385,33,2007-12-03,Rudd,0,http://en.wikipedia.org/wiki/First_Rudd_Ministry,bbc,Rudd was ousted on 24 June 2010 in a surprise leadership vote of the Labor Party and stepped down as prime minister.,,234,761,,36,20070
387,21,1945-11-07,Kristensen,0,http://en.wikipedia.org/wiki/Cabinet_of_Knud_Kristensen,"keesings, nyt","Government ended by losing a vote of confidence on 4 October 1947 (yes: 66, no: 88) and cabinet resignation on 5 November.",,10,121,,208,19451
388,11,1998-08-14,Shipley II,0,http://en.wikipedia.org/wiki/Fourth_National_Government_of_New_Zealand,"reuters, ejpr",Cabinet continued on 14 August 1998 following a change in party composition. ,Minority support on confidence issues by ACT and UNZ.,341,561,,554,19980
389,64,1952-01-15,Houtte,0,http://en.wikipedia.org/wiki/Jean_Van_Houtte,mueller,,,700,217,,56,19520
390,5,2007-08-27,Abe II,0,,ejpr,,,679,554,,392,20070
391,67,1971-10-29,Aura II,1,http://en.wikipedia.org/wiki/Teuvo_Aura,valt,,,856,77,,246,19711
393,56,1983-05-26,Hermannsson I,0,http://en.wikipedia.org/wiki/Steingr%C3%ADmur_Hermannsson,indridason,,,752,114,,352,19830
394,9,1986-05-09,Brundtland II,0,http://en.wikipedia.org/wiki/Gro_Harlem_Brundtland,mueller,,,310,207,,578,19860
395,7,1947-03-01,Dupong III,0,http://lb.wikipedia.org/wiki/Regierung_Dupong-Schaus,,,,174,144,,442,19470
396,63,1981-01-09,Balsemao I,0,,nyt,,Balsemao resigned on 10 August 1981 due to lack of internal support.,328,281,,620,19810
397,43,1955-02-23,Faure II,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,414,293,,250,19550
398,26,1972-02-17,Andreotti I,0,http://it.wikipedia.org/wiki/Governo_Andreotti_I,mueller,,,89,261,,380,19720
399,1,1990-06-27,Meciar I,0,http://en.wikipedia.org/wiki/Vladim%C3%ADr_Me%C4%8Diar,,,,314,538,,703,19900
400,43,1953-06-28,Laniel,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,557,293,,250,19531
401,33,1984-12-13,Hawke II,0,http://en.wikipedia.org/wiki/Second_Hawke_Ministry,aph-11,,,576,733,,36,19840
402,33,1996-03-11,Howard I,0,http://en.wikipedia.org/wiki/First_Howard_Ministry,aph-11,,,49,754,,36,19960
404,44,1957-01-10,Macmillan I,0,http://en.wikipedia.org/wiki/Conservative_Government_1957-1964,bpf,,,184,678,,826,19570
405,15,2001-07-03,Brazauskas I,0,http://en.wikipedia.org/wiki/Algirdas_Brazauskas,mue-rom,,,304,59,,440,20010
406,27,1981-02-26,Calvo-Sotelo,0,,,,"Minority government with various supporting parties (Hopkin 2005, 389),",539,493,,724,19810
407,60,2004-12-03,Jansa I,0,http://en.wikipedia.org/wiki/Janez_Jan%C5%A1a,mue-rom,,,292,80,659,705,20041
408,21,1947-11-13,Hedtoft I,0,http://da.wikipedia.org/wiki/Regeringen_Hans_Hedtoft_I,nyt,Cabinet resigned on 9 August 1950 following opposition refusal to approve import controls.,,387,541,,208,19470
409,74,1995-03-06,Oleksy,0,http://en.wikipedia.org/wiki/J%C3%B3zef_Oleksy,mue-rom,,,226,268,,616,19950
410,11,1954-11-26,Holland III,0,,,,,66,321,,554,19540
411,43,1945-11-21,de Gaulle II,1,http://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Gaulle_(2),w,,,329,471,,250,19450
412,59,1997-01-28,Klima I,0,http://de.wikipedia.org/wiki/Bundesregierung_Klima,afp. aufo,"Cabinet was appointed on 28 January 1997.
Cabinet ended with election on 3 October 1999 and resigned two days later.",,323,162,22,40,19970
413,11,1974-09-06,Rowling,0,,,,,97,1,,554,19740
414,43,1954-06-19,Mendes-France,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,400,293,,250,19540
415,29,1965-12-18,Pearson II,0,,,,,857,282,,124,19650
416,26,1946-07-13,De Gasperi II,0,http://it.wikipedia.org/wiki/Governo_De_Gasperi_II,mueller,,,790,503,,380,19460
417,5,1993-08-06,Hosokawa,0,,reuters,"PM Hosokawa was elected (yes: 262, total: 503 [lower house]; yes: 132, total: 240 [upper house]) and the cabinet was appointed three days later.",,253,57,,392,19930
418,7,1989-07-14,Santer II,0,http://lb.wikipedia.org/wiki/Regierung_Santer-Poos_II,,,,175,526,238,442,19890
419,44,1974-03-04,Wilson III,0,http://en.wikipedia.org/wiki/Labour_Government_1974-1979,bpf,Minority cabinet with support of the Ulster Unionists.,,216,568,,826,19740
420,1,1993-01-12,Meciar III,0,http://en.wikipedia.org/wiki/Vladim%C3%ADr_Me%C4%8Diar,mue-rom,,,690,294,,703,19930
421,33,1977-12-20,Fraser III,0,http://en.wikipedia.org/wiki/Third_Fraser_Ministry,hug-86,,,836,755,,36,19770
422,43,1995-11-06,Juppe II,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,244,664,680,250,19951
423,33,1998-10-21,Howard II,0,http://en.wikipedia.org/wiki/Second_Howard_Ministry,aph-11,,,402,756,,36,19980
424,35,1960-09-18,Erlander VIII,0,http://sv.wikipedia.org/wiki/Regeringen_Erlander_III,mueller,,,208,295,,752,19600
425,10,2005-08-17,Stanishev,0,http://en.wikipedia.org/wiki/Sergei_Stanishev,"nyt, reuters, w",,"Stanishev was elected in parliament on 16 August 2005 (yes: 168, no: 67) and took office one day later.
Government survived confidence votes on 2 March 2007 (yes: 163, no 60) and 11 April 2008 (yes: 117, no: 82, abstain: 35, absent: 6)",575,618,,100,20050
426,40,1987-12-09,Bundesrat 1987,0,,,,,129,358,,756,19870
427,11,2005-10-17,Clark III,0,http://en.wikipedia.org/wiki/Fifth_Labour_Government_of_New_Zealand,ejpr,Minority cabinet with confidence and supply from New Zealand First Party and United Future. The Greens agreed to abstain on votes of confidence and supply. The Māori Party also abstained on confidence and supply votes without a formal agreement.,,845,675,,554,20050
428,43,1983-03-22,Mauroy III,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,mueller,,,116,20,677,250,19830
429,64,1981-04-06,Eyskens M,0,http://en.wikipedia.org/wiki/Mark_Eyskens,mueller,,,453,663,442,56,19810
430,43,1972-07-05,Messmer I,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,111,386,,250,19720
431,64,2009-11-25,Leterme II,0,http://en.wikipedia.org/wiki/Leterme_II_Government,"bbc, nzz",Leterme offered to resign on 22 April 2010 following an unresolved conflict in the coalition over electoral reform in a district and the resignation was accepted by the King four days later.,,80,401,638,56,20090
432,5,1994-04-25,Hata,0,,ejpr,Sakigake stayed in coalition without a ministerial position.,,417,57,,392,19940
433,26,1966-02-23,Moro III,0,http://it.wikipedia.org/wiki/Governo_Moro_III,,,,705,380,,380,19660
434,55,1993-08-07,Birkavs,0,http://en.wikipedia.org/wiki/Valdis_Birkavs,mue-rom,,,595,564,,428,19930
435,56,1944-10-21,Thors II,0,http://en.wikipedia.org/wiki/%C3%93lafur_Thors,indridason,,,1025,780,,352,19420
436,1,1991-04-23,Carnogursky,0,http://en.wikipedia.org/wiki/Jan_Carnogursky,,,,399,538,,703,19910
437,74,1996-02-07,Cimoszewicz,0,http://en.wikipedia.org/wiki/Wlodzimierz_Cimoszewicz,mue-rom,,,409,268,,616,19960
438,35,1973-09-16,Palme III,0,http://sv.wikipedia.org/wiki/Regeringen_Palme_I,mueller,,,577,215,,752,19730
439,26,1972-07-26,Andreotti II,0,http://it.wikipedia.org/wiki/Governo_Andreotti_II,mueller,,,398,65,,380,19721
440,23,1998-04-15,Vasile,0,http://en.wikipedia.org/wiki/Radu_Vasile,reuters,"Cabinet won an investiture vote (yes: 317, no: 124) on 15 April 1998 in a joint sitting of parliament.
Cabinet ended on 14 December 1999 when PM Vasile was dismissed by President Constantinescu and resigned three days later.",,73,49,,642,19981
441,64,2007-12-21,Verhofstadt IV,1,http://en.wikipedia.org/wiki/Verhofstadt_III,reuters,"Interim government until March 2008 when Yves Leterme was supposed to form a new government. PM Verhofstadt and the cabinet were appointed on 21 December 2007. It won an investiture vote (yes: 97, no: 46, abstain: 1) two days later. Verhofstadt and his cabinet resigned on 20 March 2008. (Reuters)",,886,401,656,56,20070
442,37,1979-12-12,Haughey I,0,,,,,794,6,414,372,19790
443,68,1998-07-17,Zeman,0,http://cs.wikipedia.org/wiki/Vl%C3%A1da_Milo%C5%A1e_Zemana,mue-rom,,,76,27,,203,19981
444,15,1999-05-18,Paksas I,0,http://en.wikipedia.org/wiki/Rolandas_Paksas,mue-rom,,,47,566,,440,19990
445,35,1948-11-19,Erlander II,0,http://sv.wikipedia.org/wiki/Regeringen_Erlander_I,nyt,Cabinet remained in office after elections on 19 November 1948 and ended with a change in party composition on 1 October 1951.,,628,431,,752,19480
446,56,1958-12-23,Jonsson I,0,http://en.wikipedia.org/wiki/Emil_J%C3%B3nsson,"indridason, nyt","Minority cabinet backed by Independence (Sj).
It ended with elections on 28 June 1958.",,664,665,,352,19580
447,23,1994-08-18,Vacaroiu II,0,http://en.wikipedia.org/wiki/Vacaroiu,mue-rom,,,839,416,,642,19940
448,64,1972-01-21,Eyskens G V,0,http://en.wikipedia.org/wiki/Gaston_Eyskens,mueller,,,586,591,,56,19720
449,64,2003-07-12,Verhofstadt II,0,http://en.wikipedia.org/wiki/Guy_Verhofstadt,,,,193,143,624,56,20030
450,33,1949-12-19,Menzies IV,0,http://en.wikipedia.org/wiki/Fourth_Menzies_Ministry,"hug-68, nyt",Cabinet ended on 17 March 1951 with the agreement of the Govenor General to dissolve the Parliament and the Senate.,,490,734,,36,19490
451,64,1977-03-06,Tindemans III,0,http://en.wikipedia.org/wiki/Leo_Tindemans,mueller,,,847,384,,56,19770
452,59,1945-04-27,Renner,1,http://de.wikipedia.org/wiki/Provisorische_Staatsregierung_Renner_1945,"bka, nyt","Provisional cabinet was formed on 27 April 1945.
Cabinet ended with election on 25 October 1945 and resigned on 28 November.",,,,,40,19450
453,64,1980-10-22,Martens IV,0,http://en.wikipedia.org/wiki/Wilfried_Martens,mueller,,,266,663,442,56,19802
454,41,1989-11-23,Zolotas I,1,http://en.wikipedia.org/wiki/Xenophon_Zolotas,,,ministers were withdrawn from this all party cabinet and it was replaced by a caretaker government,721,508,518,300,19892
455,8,1966-11-22,Zijlstra,1,http://en.wikipedia.org/wiki/Netherlands_cabinet_Zijlstra,,,,518,529,,528,19660
456,21,1960-11-18,Kampmann II,0,http://da.wikipedia.org/wiki/Regeringen_Viggo_Kampmann_II,mueller,,,467,73,,208,19601
457,64,1988-05-09,Martens VIII,0,http://en.wikipedia.org/wiki/Wilfried_Martens,mueller,Cabinet terminates on 29 September 1991 when the VU leaves government. PM Martens asked to resign on 4 October. The King did not accept the request on 7 October but called for early elections.,,92,191,10,56,19880
458,43,1957-11-06,Gaillard,0,http://fr.wikipedia.org/wiki/Historique_des_gouvernements_de_la_France,,,,209,312,,250,19571
459,54,1976-12-15,Schmidt II,0,http://de.wikipedia.org/wiki/Kabinett_Schmidt_II,,,,252,163,,276,19760
460,26,1989-07-23,Andreotti VI,0,http://it.wikipedia.org/wiki/Governo_Andreotti_VI,mueller,PM Andreotti resigned on 29 March 1991 following a cabinet crisis initiated by former PM Craxi and his Socialist Party (PSI).,,809,17,280,380,19890
462,10,1992-12-30,Berov,1,http://en.wikipedia.org/wiki/Lyuben_Berov,"conrad, keesings",,The cabinet was approved in parliament on 30 December 1992. In a vote in May 1994 PM Lyuben Berov received only 3 months of confidence and the cabinet resigned on 2 September.,348,32,,100,19920
463,59,1979-06-05,Kreisky IV,0,http://de.wikipedia.org/wiki/Bundesregierung_Kreisky_IV,mueller,"Cabinet was appointed on 5 June 1979.
Cabinet ended with an early election on 24 April 1983 and resigned two days later.",,350,452,,40,19790
464,26,1980-10-18,Forlani,0,http://it.wikipedia.org/wiki/Governo_Forlani,mueller,,,86,604,353,380,19801
465,63,1978-11-22,Mota Pinto,1,http://en.wikipedia.org/wiki/Carlos_Mota_Pinto,mueller,,,542,200,,620,19782
466,67,1977-05-15,Sorsa II,0,http://fi.wikipedia.org/wiki/Sorsan_II_hallitus,"mueller, valt",,,848,98,,246,19770
467,21,1960-02-21,Kampmann I,0,http://da.wikipedia.org/wiki/Regeringen_Viggo_Kampmann_I,mueller,,,51,263,,208,19600
468,72,2008-03-12,Gonzi II,0,http://en.wikipedia.org/wiki/Lawrence_Gonzi,,,,298,203,346,470,20080
469,55,1999-02-04,Kristopans II,0,http://en.wikipedia.org/wiki/Vilis_Kristopans,mue-rom,,,682,615,,428,19990
472,54,2009-10-28,Merkel II,0,http://en.wikipedia.org/wiki/Merkel_Cabinet_II,"wid, dw","PM Merkel  won an investiture vote (yes: 323, no: 258, abstain: 4) on 28 October 2009.
The cabinet lost its upper house majority on 14 July 2010 when a new cabinet took office in the state of North Rhine-Westphalia.",,85,93,231,276,20090
473,11,1990-11-02,Bolger I,0,http://en.wikipedia.org/wiki/Fourth_National_Government_of_New_Zealand,reuters,Cabinet was appointed on 2 November 1990.,,571,350,,554,19901
474,11,1946-12-20,Frazer III,0,http://en.wikipedia.org/wiki/Peter_Fraser_%28New_Zealand_politician%29,,,,1036,586,,554,19460
475,35,2006-10-05,Reinfeldt I,0,http://en.wikipedia.org/wiki/Cabinet_of_Fredrik_Reinfeldt,afp,"PM Reinfeldt won an investiture vote on 5 October 2006 (yes: 175, no: 169) and presented his cabinet the day after.
Cabinet ended with an early election on 19 September 2010.",,641,629,104,752,20060
476,67,1975-11-30,Miettunen II,0,http://en.wikipedia.org/wiki/Martti_Miettunen,valt,,,143,98,,246,19751
477,55,2009-02-26,Dombrovskis I,0,http://en.wikipedia.org/wiki/Valdis_Dombrovskis,"bbc, keesings, lo, reuters",Cabinet ended on 17 March 2010 when People's Party withdraws from the coalition.,,42,52,145,428,20090
478,35,1986-03-12,Carlsson I,0,http://sv.wikipedia.org/wiki/Regeringen_Carlsson_I,"ap, times",PM Carlsson was voted into office on 12 March 1986.,,296,48,,752,19860
479,33,1956-01-11,Menzies VII,0,http://en.wikipedia.org/wiki/Seventh_Menzies_Ministry,hug-68,,,178,742,,36,19560
480,75,1999-03-29,Laar II,0,http://en.wikipedia.org/wiki/Mart_Laar,mue-rom,,,303,239,,233,19990
481,43,1997-06-02,Jospin,0,http://fr.wikipedia.org/wiki/Gouvernement_Lionel_Jospin,w,,,422,479,680,250,19970
482,21,2001-11-27,Rasmussen F I,0,http://en.wikipedia.org/wiki/Cabinet_of_Anders_Fogh_Rasmussen_I,ejpr,,,630,632,668,208,20010
483,59,1964-04-02,Klaus I,0,http://de.wikipedia.org/wiki/Bundesregierung_Klaus_I,"bka, apa","Cabinet was appointed on 2 April 1964.
Cabinet resigned on 23 October 1965 and coalition parties agreed to call an early election after disagreement over the 1966 budget.",,622,495,,40,19640
485,9,1981-10-14,Willoch I,0,http://en.wikipedia.org/wiki/K%C3%A5re_Willoch,mueller,,,81,100,,578,19811
487,9,1951-11-19,Torp I,0,http://en.wikipedia.org/wiki/Oscar_Torp,mueller,,,726,478,,578,19510
488,39,1994-07-15,Horn,0,http://en.wikipedia.org/wiki/Gyula_Horn,mue-rom,,,13,620,,348,19940
489,64,1946-03-31,Van Acker III,0,http://en.wikipedia.org/wiki/Achille_Van_Acker,"keesings, mueller",Van Acker resigned on 9 July 1946 after losing a vote of confidence in Chamber and Senate.,,168,19,,56,19461
490,33,1946-11-01,Chifley II,0,http://en.wikipedia.org/wiki/Second_Chifley_Ministry,hug-68,,,574,739,,36,19460
491,7,1964-07-15,Werner II,0,http://lb.wikipedia.org/wiki/Regierung_Werner-Cravatte,,,,832,579,,442,19640
492,67,1978-03-02,Sorsa III,0,http://fi.wikipedia.org/wiki/Sorsan_II_hallitus,"mueller, valt",,,466,98,,246,19780
493,5,2010-06-04,Kan,0,,"bbc, yomiuri","PM Kan won an investiture votes (yes: 313, total: 477 [lower house]; yes: 123, total: 237 [upper house]) on 4 June 2010 and the cabinet was appointed four days later.
Cabinet lost its upper house majority in elections on 11 July 2010.
Cabinet resigned on 30 August following criticism after the 11 March tsunami and the crisis at a nuclear power plant.",,374,327,,392,20100
494,5,2008-09-24,Aso,0,,w,,,134,554,,392,20080
495,15,2006-04-12,Brazauskas III,0,http://en.wikipedia.org/wiki/Algirdas_Brazauskas,mue-rom,,,287,214,539,440,20060
496,64,1947-03-20,Spaak II,0,http://en.wikipedia.org/wiki/Paul-Henri_Spaak,mueller,,,540,19,,56,19470
497,27,2008-04-12,Zapatero II,0,,afp,"PM Zapatero failed to win an absolute majority in an investiture vote on 9 April 2008 (yes: 168, no: 158, abstain: 23) and was elected by simple majority in a second vote (yes: 169, no: 158, abstain: 23) two days later. The prime minister was appointed on 12 April and the cabinet was presented two days after.
Zapatero called early elections on 29 July 2011 and the cabinet ends with election on 20 November 2011.",,806,500,368,724,20080
498,29,1984-09-17,Mulroney I,0,,,,,670,159,,124,19841
500,7,1954-06-28,Bech II,0,http://lb.wikipedia.org/wiki/Regierung_Bech-Bodson,nyt,Cabinet was formed on 28 June 1954 and it terminates when Bech resigns on 26 March 1958.,,532,153,,442,19540
501,26,1947-05-31,De Gasperi IV,0,http://it.wikipedia.org/wiki/Governo_De_Gasperi_IV,mueller,,,525,503,,380,19471
502,5,1972-12-22,Tanaka II,0,,,,,656,333,,392,19721
503,35,1998-10-07,Persson II,0,http://en.wikipedia.org/wiki/Cabinet_of_G%C3%B6ran_Persson,,,,156,33,55,752,19980
504,68,2002-07-15,Spidla,0,http://en.wikipedia.org/wiki/Vladim%C3%ADr_%C5%A0pidla,afp,"Cabinet was appointed on 15 July 2002.
PM Spidla resigned on 26 June 2004 following a defeat of his party in the European Parliament election and after narrowly surviving a confidence vote in his party.",,443,487,,203,20020
505,60,2000-11-30,Drnovsek VI,0,http://en.wikipedia.org/wiki/Janez_Drnovsek,rferl,,,768,525,,705,20001
506,35,1964-09-20,Erlander IX,0,http://sv.wikipedia.org/wiki/Regeringen_Erlander_III,mueller,,,424,41,,752,19640
507,33,1972-12-19,Whitlam I,0,http://en.wikipedia.org/wiki/Second_Whitlam_Ministry,hug-77,,,671,759,,36,19721
508,40,2007-12-12,Bundesrat 2007,0,,reuters,Federal Council was elected on 12 December 2007 and the Swiss Peoples Party (SVP) went into opposition.,"SVP member Eveline Widmer-Schlumpf was elected instead of Christoph Blocher, later expelled from the party and a founding member the BDP. SVP and BDP are not coded as a cabinet members.
Cabinet ends with a change in party composition on 10 December 2008.",855,310,,756,20070
509,23,2004-12-29,Popescu-Tariceanu I,0,http://en.wikipedia.org/wiki/T%C4%83riceanu_I_Cabinet,"keesings, mue-rom",,,1029,165,,642,20041
510,9,1963-09-25,Gerhardsen VII,0,http://en.wikipedia.org/wiki/Einar_Gerhardsen,nyt,,,53,622,,578,19631
511,26,1963-06-21,Leone I,0,http://it.wikipedia.org/wiki/Governo_Leone_I,mueller,,,347,380,,380,19630
512,15,1992-07-21,Abisala,0,http://en.wikipedia.org/wiki/Aleksandras_Abi%C5%A1ala,,,,546,462,,440,19920
513,40,1963-12-12,Bundesrat 1963,0,,,,,623,108,,756,19630
514,11,1993-11-28,Bolger II,0,http://en.wikipedia.org/wiki/Fourth_National_Government_of_New_Zealand,,Cabinet lost majority support on 11 September 1994 when MP Ross Meurant crossed the floor.,,473,634,,554,19930
515,44,1990-11-28,Major I,0,http://en.wikipedia.org/wiki/Major_Ministry,bpf,,,297,490,682,826,19900
516,44,2005-05-06,Blair III,0,http://en.wikipedia.org/wiki/Blair_Ministry,,,,19,233,196,826,20050
517,74,1997-10-31,Buzek I,0,http://en.wikipedia.org/wiki/Jerzy_Buzek,mue-rom,,,437,477,,616,19970
518,8,1965-04-14,Cals,0,http://en.wikipedia.org/wiki/Netherlands_cabinet_Cals,,,,35,529,,528,19650
519,55,2010-03-17,Dombrovskis II,0,http://en.wikipedia.org/wiki/Valdis_Dombrovskis,"lo, reuters",Minority cabinet was supported by Latvia's First Party (LPP).,,477,52,302,428,20100
520,9,1976-01-12,Nordli I,0,http://en.wikipedia.org/wiki/Odvar_Nordli,reg-no,Cabinet was appointed on 15 January 1976 and ended with regular elections on 11 September 1977.,,56,523,,578,19760
521,64,1979-04-03,Martens I,0,http://en.wikipedia.org/wiki/Martens_I_Government,nyt,Martens was appointed on 3 April 1980. Government ended on 16 January 1980 when Democratic Front (FDF) ministers resigned.,,233,663,,56,19790
522,26,1999-12-21,D'Alema II,0,http://it.wikipedia.org/wiki/Governo_D%27Alema_II,reuters,"PM D'Alema and his cabinet were appointed on 22 December 1999. The cabinet won a confidence vote in the Senate (yes: 177, no: 100 [upper house]) on the same day and in parliament (yes: 310, no: 287 [lower house]) the day after.
D'Alema offered to resign on 17 April 2000 after losses of centre-left parties in regional elections and resigned two days later.",,214,551,363,380,19990
523,37,1957-03-20,Valera IX,0,http://en.wikipedia.org/wiki/Government_of_the_16th_D%C3%A1il,,,,626,469,,372,19570
