id,type_id,country_id,date,first_round_election_id,early,wikipedia,seats_total,electorate,votes_cast,votes_valid,data_source,description,comment,previous_parliament_election_id,previous_ep_election_id,previous_cabinet_id,old_countryID,old_parlID
564,13,55,1993-06-06,,0,"http://en.wikipedia.org/wiki/Latvian_parliamentary_election,_1993",100,1243956,1134204,1118316,essex,,,647,,595,428,19930
565,13,74,2001-09-23,,0,,460,29364455,13591681,13017929,pkw,,,477,,194,616,20010
566,13,15,1996-10-20,,0,,137,2597530,1374673,1306922,"essex, no-2009",,,439,,91,440,19960
567,1,68,2004-06-13,,0,,24,8283485,2346010,2332862,volby,,,487,,504,203,1020040
568,13,44,1974-02-28,,0,,635,39753863,31382414,31340162,,,,311,,216,826,19740
570,13,8,1994-05-03,,0,,150,,,,,,,627,587,148,528,19940
571,13,9,1989-09-11,,0,,165,3190311,2653173,2647604,seby,,,207,,394,578,19890
572,13,11,2002-07-27,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_2002",120,2670030,2055404,2031617,ec-nz,,,451,,212,554,20020
573,13,64,1958-06-01,,0,"http://en.wikipedia.org/wiki/Belgian_general_election,_1958",212,5954858,5575127,5302353,idea,,Needs information about the largest party that won no seats.,545,,745,56,19580
575,13,67,1951-07-03,,0,,200,2448239,1825779,1812817,"idea, nyt, tila",President Paasikivi dissolved parliament on 8 December 1953 following a prolonged cabinet crisis (NYT).,,187,,639,246,19510
577,13,67,1929-07-01,,0,,200,,,951270,tila,,,340,,,246,19290
578,13,8,2006-11-22,,1,,150,,,,,,,335,519,65,528,20060
579,13,7,1964-06-07,,0,,56,,,,,,,390,,832,442,19640
580,13,9,1969-09-07,,0,,150,2579566,2162596,2158712,mackie,,,517,,284,578,19690
581,13,54,1949-08-14,,0,"http://en.wikipedia.org/wiki/West_German_federal_election,_1949",402,31207620,24495614,23732398,bwl,First post-war election on 14 	August 1949.,Five percent threshold was applied at the state level (Bundeswahlgesetz 1949 10(4)).,,,,276,19490
582,13,44,2010-05-06,,0,,650,45597461,29991471,29687604,ec,,Election in Thirsk and Malton was delayed by three weeks after the death of a candidate.,233,410,119,826,20100
583,13,44,1966-03-31,,1,,630,35957245,27314646,27264747,,,Labour called the election in the hope of increasing their four seat majority.,223,,760,826,19660
584,13,37,1954-04-18,,0,,147,,,,,,,515,,643,372,19540
585,1,27,1999-06-13,,0,,64,32944451,21209685,20684196,"ep, idea",,,99,44,370,724,1019990
586,13,11,1946-11-27,,0,,80,1081898,1055204,1047205,no-2001,,,775,,1036,554,19460
587,1,8,1989-06-18,,0,,25,11121477,5249337,5241883,idea,,,62,341,550,528,1019890
588,13,54,1987-01-25,,0,,497,45327982,38225294,37867319,bwl,,,484,610,346,276,19870
589,1,7,1979-06-10,,0,,6,212740,189126,170759,"ep, idea",,,446,,655,442,1019790
590,13,37,1989-06-15,,0,,166,,,,,,,43,344,77,372,19890
591,13,64,1971-11-07,,1,,212,6271240,5741268,5281631,parline,,,184,,586,56,19710
592,13,56,1999-05-08,,0,,63,201525,169431,165727,"hagstofa, idea",,,82,,158,352,19990
593,1,7,2004-06-13,,0,,6,229550,208436,188910,"ep, idea",,,299,505,196,442,1020040
594,1,7,1994-06-12,,0,,6,224031,198370,178643,"ejpr, idea",,,526,238,418,442,1019940
595,13,54,1994-10-16,,0,,672,60452009,47737999,47105174,bwl,,,445,540,862,276,19940
596,13,41,1977-11-20,,0,,300,,,,,,,653,,609,300,19770
597,13,21,1984-01-10,,1,,179,3829600,3386733,3362010,,,,179,271,819,208,19840
598,13,63,1983-04-25,,1,,250,7337064,5707695,5560925,cne,,,281,,135,620,19830
599,13,68,2010-05-29,,0,,200,8415892,5263822,5230859,volby,,,50,516,157,203,20100
600,13,75,1995-03-05,,0,,101,790392,545825,540699,vvk,,,670,,4,233,19950
601,13,29,2008-10-14,,1,,308,23677639,13929093,13834294,"ceoc, afp",Parliament was dissolved on 26 March 2011 (afp).,,137,,610,124,20080
602,13,67,1991-03-17,,0,,200,4060778,2776984,2725918,"idea, tila",,,527,,41,246,19910
603,13,5,1969-12-27,,1,,486,69260424,47442400,46989893,parline,,,367,,787,392,19690
604,13,26,1979-06-03,,1,,630,42203354,38242918,36671309,archivio,,,502,,638,380,19790
605,13,26,1992-04-05,,1,,630,47435689,41404415,39243506,archivio,,,17,280,202,380,19920
606,13,7,1979-06-10,,0,,59,,,,,,,446,,655,442,19790
607,13,59,2008-09-28,,1,,183,6333109,4990952,4887309,www.bmi.gv.at/wahlen/nrw_08_gesamterge.asp,Early Election on 28 September 2008.,,197,45,583,40,20080
608,13,59,1966-03-06,,1,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1966",165,4886818,4583970,4531885,"bmi, yb-aut","Early election on 6 March 1966.
",,495,,1035,40,19660
609,13,44,1945-07-05,,0,,640,33240391,,25095195,bef-7,,,,,,826,19450
610,1,54,1984-06-17,,0,,81,44465989,25238754,24851371,bwl,,,484,361,346,276,1019840
611,13,72,1955-02-28,,1,,40,,,,,,,272,,,470,19550
613,1,41,1994-06-12,,0,,25,8459636,6803884,6532591,"ejpr, idea",,,654,518,74,300,1019940
615,13,55,1998-10-03,,1,,100,1383661,982400,955581,essex,,,534,,2,428,19980
616,13,67,1958-07-07,,0,,200,2606258,1954397,1944235,"idea, nyt, tila",President Kekkonen dissolved parliament on 14 November 1961 because of a foreign policy crisis (NYT).,,71,,791,246,19580
617,13,26,1983-06-26,,1,,630,44526357,39188182,36906005,archivio,,,604,353,87,380,19830
618,13,10,2005-06-25,,0,,240,6814169,3747793,3648177,ejpr,,,681,,575,100,20050
619,1,63,1999-06-13,,0,,25,8681854,3467085,3353951,cne,,possible error in the primary source due to the valid votes,216,14,265,620,1019990
620,13,39,1994-05-29,,0,,386,,,,,,,257,,13,348,19940
622,13,9,1961-09-11,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_1961",150,2340495,1850548,1840225,mackie,,,429,,61,578,19610
623,13,43,1986-03-16,,0,,556,,,,,,,20,415,843,250,19860
624,1,64,1999-06-13,,0,,25,7343464,6686220,6223142,ibz,,,332,536,95,56,1019990
625,13,44,1950-02-23,,0,,625,34412255,,28771124,,,,609,,99,826,19500
627,13,8,1989-09-06,,1,,150,,,,,,,62,587,550,528,19890
628,13,5,1996-10-20,,1,,500,97909655,57766696,,idea,,,57,,800,392,19960
629,13,35,2006-09-17,,0,,349,6892009,5650416,5551278,val,,"Centre-right parties (The Alliance: M, FP, Cp, KD) formed a pre-electoral coalitions.",156,104,641,752,20060
630,13,21,1953-09-22,,0,,179,2695554,2172036,2166391,yb-dnk,,First unicameral election.,213,,359,208,19531
631,13,40,1983-10-23,,0,,200,4068940,1989960,,,,,435,,723,756,19830
632,13,21,2001-11-20,,1,,179,3998957,3484915,3449668,ejpr,,,389,668,630,208,20010
633,13,23,1990-05-20,,0,,396,17200720,14825017,13707159,essex,,,,,,642,19900
634,13,11,1993-11-06,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1993",99,2321664,1978092,1922796,yb-nzl,,,350,,473,554,19930
635,13,8,1977-05-25,,0,,150,,,,,,,51,,765,528,19770
636,13,67,1972-01-03,,1,,200,3178169,2587060,2577949,"idea, tila",Early elections after the fall of the Karjalainen III cabinet.,,77,,391,246,19720
637,13,56,1974-06-30,,0,,60,126388,115575,114108,"hagstofa, idea",,,225,,272,352,19740
638,1,64,2009-06-07,,0,,22,7760436,7014415,6571802,ibz,,,401,656,80,56,1020090
640,13,5,1963-11-21,,1,,467,58281678,41458946,41016541,no-2001,,,345,,48,392,19630
641,13,37,1969-06-16,,0,,144,,,,,,,323,,602,372,19690
642,13,26,1953-06-07,,0,,590,30272236,28406479,27087701,archivio,,,467,,597,380,19530
643,13,43,1988-06-05,,0,,555,,,,,,,623,415,240,250,19880
644,13,64,1949-06-26,,1,,212,5635452,5320216,5030883,ibz,,,19,,40,56,19490
645,13,5,1958-05-22,,1,,467,52013529,40042489,39751665,no-2001,,,692,,887,392,19580
646,13,15,2008-10-12,,0,,141,2696090,1309965,1236716,vrk,,,214,539,579,440,20080
647,13,55,1990-04-29,,0,,201,,,,,,,,,,428,19900
650,13,29,1997-06-02,,1,,301,,,12985964,"pica, pica",,,546,,785,124,19970
651,13,41,2009-10-04,,1,,300,9933385,7044479,6858342,ejpr,,The EJPR source indicated that the official number of 9.933.385 voters is unrealistic and estimated 8.500.000 electors.,466,264,581,300,20090
652,1,67,1996-10-20,,0,,16,4108703,2366504,2249411,tila,,,24,193,100,246,1019960
653,13,41,1974-11-17,,0,,300,,,,,,,,,,300,19740
654,13,41,1993-10-10,,1,,300,,,,,,,284,518,362,300,19930
655,13,35,1968-09-15,,0,,233,5445333,4861901,4829379,,,,41,,506,752,19680
656,1,64,2004-06-13,,0,,24,7552240,6857986,6489991,ibz,,,143,624,449,56,1020040
657,13,63,2002-03-17,,1,,230,8902713,5473655,5365881,cne,,,352,619,5,620,20020
658,13,72,1962-02-19,,0,,50,,,,,,,611,,,470,19620
659,1,60,2004-06-13,,0,,7,1628918,461807,435869,voltive,,,525,,292,705,1020040
660,13,11,2008-11-08,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_2008",122,2990759,2376480,2344566,ec-nz,,,675,,427,554,20080
661,13,7,1948-06-06,,0,,26,84724,77895,73674,no-2010,partial elections in South and East districts,,144,,395,442,19480
662,1,7,2009-06-07,,0,,6,218423,198364,160862,,,,383,593,12,442,1020090
663,13,64,1978-12-17,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_1978",212,6366655,6042689,5535631,ibz,,,420,,233,56,19780
664,13,43,1993-03-21,,0,,577,37871350,26252724,24868479,ejpr,,,643,360,199,250,19930
665,13,56,1956-06-24,,1,,52,,,,,Early elections after the resignation of the Thors V government.,,88,,762,352,19560
666,13,11,1960-11-26,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1960",80,1310742,1176963,1170503,"yb-nzl, ec-nz",,,421,,869,554,19600
667,13,8,1959-03-12,,1,,150,,,,,,,437,,741,528,19590
668,1,21,1999-06-13,,0,,16,4009594,2023306,1970276,ejpr,,,389,434,630,208,1019990
669,13,9,1997-09-16,,0,,165,3311090,2593669,2584161,seby,,,404,,813,578,19970
670,13,75,1992-09-20,,0,,101,689241,467628,458266,vvk,,,,,,233,19920
671,13,39,1998-05-24,,0,,386,,,,,,,620,,488,348,19980
672,1,41,2004-06-13,,0,,24,9909955,6283525,6122548,idea,,,201,482,876,300,1020040
673,13,56,1987-04-25,,0,,63,171402,154438,152722,"hagstofa, idea",,,114,,393,352,19870
674,13,40,1959-10-25,,0,,196,,,,,,,30,,635,756,19590
675,13,11,2005-09-17,,1,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_2005",121,2847396,2304005,2275629,ec-nz,,,572,,845,554,20050
676,1,23,2007-11-25,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_2007_%28Romania%29",35,18220601,5370171,5122226,idea,,,165,4,118,642,1020072
677,1,43,1979-06-10,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1979_%28France%29",81,35180531,21354582,20242347,"ep, idea",,,496,,771,250,1019790
678,13,44,1955-05-26,,1,,630,34852179,,26759729,,,Early elections called by Eden after he became prime minister.,102,,729,826,19550
679,13,54,1998-09-27,,0,,669,60762751,49947087,49308512,bwl,,,595,540,778,276,19980
680,1,43,1994-06-12,,0,,87,39044441,20590577,19487470,"ejpr, idea",,,664,360,318,250,1019940
681,13,10,2001-06-18,,0,"http://en.wikipedia.org/wiki/Bulgarian_parliamentary_election,_2001",240,6916151,4618030,4568193,essex,,,126,,792,100,20010
682,1,44,1989-06-15,,0,,81,43710568,15827417,15829054,"idea, ukeu",,,490,222,297,826,1019890
683,13,29,1979-05-22,,0,"http://en.wikipedia.org/wiki/Canadian_federal_election,_1979",282,,,11455702,"pica, pica",,,276,,783,124,19790
684,13,40,1947-10-26,,0,,194,,,,,,,771,,972,756,19470
686,1,44,1999-06-10,,0,,87,44495741,,10681080,ukeu,,,315,351,838,826,1019990
687,13,27,2000-03-12,,0,,350,,,,,,,99,585,370,724,20000
688,13,39,2010-04-25,,0,,386,,,5132531,ovb,,,194,249,162,348,20100
689,13,67,1933-07-01,,0,,200,,,1107823,tila,,,269,,,246,19330
690,13,55,2010-10-02,,0,,100,1491735,,944841,"cvk, afp",President Zatlers dissolved parliament on 28 May 2011 following a corruption scandal. The dissolution was approved in a mandatory referendum on 23 July (AFP).,Vote shares differ in comparison to results provided by Central Election Commission Latvia (cvk). We use the number of valid votes (944 841) to calculate the vote share and not the number of votes cast (965 538).,52,302,519,,
692,13,5,1955-02-27,,1,,467,49235375,37334338,37014837,"mackie, no-2001",Parliament was dissolved on 25 April 1958.,"The election results differ in comparison to Nohlen ea. 2001. Mackie/Rose is used for all data, except the total numer of seats (Nohlen ea. 2001).",693,,898,,
693,13,5,1953-04-19,,1,,466,47090167,34946130,34602445,mackie,Parliament was dissolved on 24 January 1955.,The election results differ in comparison to Nohlen ea. 2001.,694,,896,,
694,13,5,1952-10-01,,1,,466,46772584,35749709,35336705,mackie,Parliament was dissolved on 14 March 1953.,"Election results differ between Mackie/Rose (1991) and Nohlen ea. (2001).
Sum of votes for all parties exceeds total number of votes reported in Mackie/Rose (1991).",695,,895,,
695,13,5,1949-01-23,,1,,466,42105300,31174957,30592519,mackie,Parliament was dissolved on 28 August 1952.,Election results differ in comparison to Nohlen ea. 2001.,696,,894,,
696,13,5,1947-04-25,,1,,466,40907493,27796840,27361607,mackie,,The election results differ in comparison to Nohlen ea. 2001.,697,,891,,
697,13,5,1946-04-10,,0,,464,36878417,26582175,26100175,no-2001,,"In this election voters were entitled to one, two or three votes, depending on the size of their constintuency. Here, the number of votes cast means ballots cast. The total number of valid votes is 55,448,879.",,,,,
698,13,37,2011-02-25,,1,,166,,,,,,,190,369,173,,
699,13,75,2011-03-06,,0,,101,913346,580264,575133,vvk,Parliament was sworn in on 4 April 2011.,,83,395,902,,
700,13,67,2011-04-17,,0,,200,4387701,2955865,2939571,"tila, vaalit",,,314,181,383,,
701,13,51,2011-05-22,,0,,56,531463,418247,404577,"cy-gov, parline",,,556,28,908,,
702,13,63,2011-06-05,,1,,230,9624354,5585054,5357037,cne,,,405,5,858,,
703,13,29,2011-05-02,,1,"http://en.wikipedia.org/wiki/Canadian_federal_election,_2011",308,24257592,14823408,14723980,ceoc,,,601,,612,,
722,13,21,2011-09-15,,1,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_2011",179,4155884,3624113,3588930,"valgside, knr, kfv",,"Turnout data (separate count) from Greenland and the Faroe Islands added to mainland results.
electorate: 40930 votes (Greenland) and 35044 votes (Faroe Islands)
total votes: 23493 (Greenland) and 20945 (Faroe Islands)
valid votes: 22918 votes (Greenland) and 20644 (Faroe Islands)
seats: 4 in total",174,309,71,,
723,13,33,1919-12-13,,0,,75,2762633,1977843,1909231,"barber, hug-68",,,750,,1010,,
724,13,33,1914-09-05,,1,,75,2348441,1726906,1686763,"barber, hug-68",,,748,,1004,,
725,13,33,1906-12-02,,0,,75,1920397,988553,951688,"barber, hug-68",,,730,,1000,,
726,13,33,1922-12-16,,0,,76,2774274,1648108,1573721,"barber, hug-68",,,723,,1011,,
727,13,33,1925-11-14,,0,,76,3268739,2988591,2918004,"barber, hug-68",,,726,,1012,,
728,13,33,1928-11-17,,0,,76,2914153,2730185,2596410,"barber, hug-68",,,727,,1013,,
729,13,33,1929-10-12,,1,,76,3118030,2957547,2879250,"barber, hug-68",,,728,,1014,,
730,13,33,1903-12-16,,0,,75,1470902,739401,720938,"barber, hug-68",,,731,,997,,
731,13,33,1901-03-30,,0,,75,907658,514439,505971,"barber, hug-68",,"Total votes and total valid votes include only New South Wales, Victoria, Queensland and Western Australia. South Australia and Tasmanian are multi-member constituencies and are not included.",,,996,,
732,13,33,1987-07-11,,1,,148,10353213,9715440,9235086,barber,,,733,,401,,
733,13,33,1984-12-01,,0,,148,9869217,9295421,8664952,barber,,,751,,576,,
734,13,33,1949-12-10,,0,,123,4913654,4714360,4620780,barber,,,739,,490,,
735,13,33,1969-10-25,,1,,125,6606233,6273611,6114118,barber,,,764,,795,,
736,13,33,1980-10-18,,0,,125,9023592,8513992,8305557,barber,,,755,,421,,
737,13,33,1943-08-21,,0,,75,4407507,4247847,4124911,"barber, hug-68",,,738,,995,,
738,13,33,1940-09-21,,0,,75,4196446,3983272,3881161,"barber, hug-68",,,745,,1021,,
739,13,33,1946-09-28,,0,,75,4744017,4456994,4347767,barber,,,737,,574,,
740,13,33,1961-12-09,,0,,124,5692364,5420548,5281537,barber,,,749,,627,,
741,13,33,1963-11-30,,1,,124,5875595,5609406,5507445,barber,,,740,,288,,
742,13,33,1955-12-10,,0,,124,5195100,4540751,4410386,barber,,,743,,178,,
743,13,33,1954-05-29,,1,,123,5118257,4638944,4576438,barber,,,763,,566,,
744,13,33,1931-12-19,,0,,76,3458073,3287992,3173515,"barber, hug-68",,,729,,1015,,
745,13,33,1937-10-23,,0,,75,3848020,3701822,3605862,"barber, hug-68",,,746,,1017,,
746,13,33,1934-09-15,,0,,75,3864439,3679621,3553246,"barber, hug-68",,,744,,1016,,
747,13,33,1910-04-13,,0,,75,2148969,1349626,1322582,"barber, hug-68",,,725,,1002,,
748,13,33,1913-05-31,,0,,75,2661377,1955723,1900369,"barber, hug-68",,,747,,1003,,
749,13,33,1958-11-22,,0,,124,5412865,5166100,5018012,barber,,,742,,479,,
750,13,33,1917-05-05,,0,,75,2470465,1934478,1883434,"barber, hug-68",,,724,,1008,,
751,13,33,1983-03-05,,1,,125,9372064,8870175,8684863,barber,,,736,,774,,
752,13,33,1990-03-24,,0,,148,10728435,10225800,9899674,barber,,,732,,875,,
753,13,33,1993-03-13,,0,,147,11384638,10900861,10576779,barber,,,752,,725,,
754,13,33,1996-03-02,,0,,148,11740654,11244017,10883852,barber,,,753,,49,,
755,13,33,1977-12-10,,0,,124,8548779,8127762,7922854,barber,,,757,,836,,
756,13,33,1998-10-03,,0,,148,12154050,11545201,11109063,barber,,,754,,402,,
757,13,33,1975-12-13,,1,,127,8262413,7881873,7732578,barber,,,758,,720,,
758,13,33,1974-05-18,,1,,127,7897649,7535768,7391006,barber,Both house of Parliament were dissolved on 13 December 1975.,,759,,507,,
759,13,33,1972-12-02,,0,,125,7073930,6747244,6601050,barber,,,735,,671,,
760,13,33,2001-11-10,,0,,150,12708837,12054665,11474074,barber,,,756,,423,,
761,13,33,2007-11-24,,0,,150,13646539,12930814,12419992,barber,,,762,,234,,
762,13,33,2004-10-09,,0,,150,13098461,12354983,11715132,barber,,,760,,812,,
763,13,33,1951-04-28,,1,,123,4981965,4671415,4582744,barber,,,734,,450,,
764,13,33,1966-11-26,,1,,124,6193881,5892327,5709749,barber,,,741,,261,,
765,13,55,2011-09-17,,1,"http://en.wikipedia.org/wiki/Latvian_parliamentary_election,_2011",100,1542700,917713,916469,"cvk, afp",,,690,302,882,,
766,13,74,2011-10-09,,0,"http://en.wikipedia.org/wiki/Polish_parliamentary_election,_2011",460,30762931,15050027,14369503,pkw,,,560,255,164,,
767,13,40,1939-10-29,,0,,187,,,,,"In the canton of Lucerne, Schwyz, Zug, Solothurn, Appenzell-Ausserrhoden, Ticino, Vaud, Valais and Neuchatel were all 57 seats uncontested. ",,769,,974,,
768,13,40,1931-10-25,,0,,187,,,,,,,772,,978,,
769,13,40,1935-10-27,,0,,187,,,,,,,768,,975,,
770,13,40,1919-10-26,,0,,189,,,,,,,,,,,
771,13,40,1943-10-31,,0,,194,,,,,,,767,,973,,
772,13,40,1928-10-28,,0,,198,,,,,,,774,,979,,
773,13,40,1922-10-29,,0,,198,,,,,,,770,,981,,
774,13,40,1925-10-25,,0,,198,,,,,,,773,,980,,
775,13,11,1943-09-25,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1943",80,1000197,951785,941828,no-2001,,,,,,,
776,13,11,2011-11-26,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_2011",121,3070847,2278989,2237464,ec-nz,,,660,,251,,
777,13,27,2011-11-20,,1,"http://en.wikipedia.org/wiki/Spanish_general_election,_2011",350,35779491,24666392,24015376,boe,,,500,448,497,,
778,13,60,2011-12-04,,1,,90,1709692,1121573,1102256,voltive,Early election on 4 December 2011 after the fall of the Pahor cabinet.,,522,195,907,,
779,13,40,2011-10-23,,0,,200,5124034,2485403,2442648,bafs,,,310,,903,,
780,13,56,1942-10-18,,1,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_October_1942",52,73560,60576,59668,gud97,12,,,,,,
781,13,1,2012-03-10,,1,"http://en.wikipedia.org/wiki/Slovak_parliamentary_election,_2012",150,4392451,2596443,2553726,ssr,"Parliament was sworn in on 4 April 2012.
",,524,441,982,,
782,13,43,2012-06-10,,0,"http://en.wikipedia.org/wiki/French_legislative_election,_2012",577,46082104,26369126,25952859,ref,,,171,219,1037,,
783,13,41,2012-05-06,,1,"http://en.wikipedia.org/wiki/Greek_legislative_election,_May_2012",300,9949401,6476745,6324096,mig,,,651,264,984,,
784,13,41,2012-06-17,,1,"http://en.wikipedia.org/wiki/Greek_legislative_election,_June_2012",300,9952570,6217000,6155665,mig,Early Election on 17 June 2012.,,783,264,1039,,
