id,country_id,family_id,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,data_source,description,comment,cmp,euprofiler,ees,morgan,castles_mair,huber_inglehart,ray,benoit_laver,chess,old_countryID,old_partyID
967,7,6,DP,Democratic Party,Demokratesch Partei – Parti Démocratique – Demokratische Partei,Demokratesch Partei -- Parti Democratique – Demokratische Partei,,http://en.wikipedia.org/wiki/Democratic_Party_(Luxembourg),,,,23420,212,1442420,138,,,903,6926,,442,15
968,26,14,PdUP,Manifesto / Party of Proletarian Unity for Communism,Manifesto / Partito di Unità Proletaria per il Comunismo,Manifesto / Partito di Unita Proletaria per il Comunismo,,http://en.wikipedia.org/wiki/Proletarian_Unity_Party,,,,32210,,,,1002,,,,822,380,108
969,64,17,FDF,Francophone Democratic Front,Front Démocratique des Francophones,Front Democratique des Francophones,,http://en.wikipedia.org/wiki/Front_D%C3%A9mocratique_des_Francophones,,,,21912,,,96,306,408,111,,111,56,30
971,18,14,SPRS,Socialist Party of the Republika Srpska,Socijalistička Partija Republike Srpske,Socijalisticka Partija Republike Srpske,Социјалистичка Партија Републике Српске,http://en.wikipedia.org/wiki/Socialist_Party_of_Republika_Srpska,,,,79223,,,,,,,712,,70,14
972,64,27,CD&V/N-VA,Christian-Democrat and Flemish/New Flemish Alliance,Christen-Democratisch & Vlaams/Nieuw-Vlaams Alliantie,Christen-Democratisch & Vlaams/Nieuw-Vlaams Alliantie,,http://en.wikipedia.org/wiki/Flemish_Christian_Democratic_Party,,Christian-Democrats (CD&V) and New Flemish Alliance (NVA) formed a cartel for European Parliament and regional elections on 13 June 2004 and for the national election on 10 June 2007. The two parties formed a joined parliamentary group after the 2007 election from which the New Flemish Alliance (NVA) withdrew on 21 September 2008.,,,,,,,,,,,56,80
973,59,11,SPO,Social Democratic Party of Austria,Sozialdemokratische Partei Österreichs,Sozialdemokratische Partei Oesterreichs,,http://en.wikipedia.org/wiki/Social_Democratic_Party_of_Austria,,,,42320,11,1040320,,202,308,1301,4865,1301,40,16
974,26,9,UV,Valdotanian Union,Union Valdôtaine,Union Valdotaine,,http://en.wikipedia.org/wiki/Valdotanian_Union,,,,,,,,,,,,,380,25
975,69,12,AVL,United Left Action Alliance,Aktionsbündnis Vereinigte Linke,Aktionsbundnis Vereinigte Linke,,,,,,85210,,,,,,,,,1003,30
978,21,6,FrP,Progress Party,Fremskridtspartiet,Fremskridtspartiet,,http://en.wikipedia.org/wiki/Fremskridtspartiet,,,,13951,,,,510,1109,213,5531,212,208,20
979,67,16,VSL,League for Free Finland,Vapaan Suomen Liitto – Självständighetspartiet,Vapaan Suomen Liitto -- Sjalvstandighetspartiet,,http://fi.wikipedia.org/wiki/Itsen%C3%A4isyyspuolue,,,,,85,,,,,,,,246,56
981,60,28,SNS,Slovenian National Party,Slovenska nacionalna stranka,Slovenska Nacionalna Stranka,,http://en.wikipedia.org/wiki/Slovenian_National_Party,,,,97710,265,1705710,,,,,4339,2907,705,35
982,10,14,BSP,Bulgarian Socialist Party,Bălgarska Socialističeska Partija,Balgarska Sotsialisticheska Partiya,Българска социалисти,http://en.wikipedia.org/wiki/Bulgarian_Socialist_Party,,,,80220,26,1100300,,,702,,841,,100,43
983,15,6,LiCS,Liberal and Centre Union,Liberalų ir centro sąjunga,Liberalc ir centro sajunga,,http://en.wikipedia.org/wiki/Liberal_and_Centre_Union,,,,,200,1440420,,,,,2348,,440,26
984,72,26,PN,Nationalist Party,Partit Nazzjonalista,Partit Nazzjonalista,,http://en.wikipedia.org/wiki/Nationalist_Party_%28Malta%29,,,,54620,227,1470500,,,,,7022,,470,12
985,69,11,SDP,Social Democratic Party,Sozialdemokratische Partei,Sozialdemokratische Partei,,http://en.wikipedia.org/wiki/Social_Democratic_Party_in_the_GDR,,,,85320,,,,,,,,,1003,27
986,9,14,R,Red,Rødt,Rodt,,http://en.wikipedia.org/wiki/Red_(Norway),,,,,,,,,,,,,578,36
987,74,26,LPR,League of Polish Families,Liga Polskich Rodzin,Liga Polskich Rodzin,,http://en.wikipedia.org/wiki/League_of_Polish_Families,,,,92713,385,,,,,,2954,2607,616,12
988,56,11,BJ,Social Democratic Federation,Bandalag jafnaðarmanna,Bandalag jafnadarmanna,,http://is.wikipedia.org/wiki/Bandalag_jafna%C3%B0armanna,,,,15321,,,,,,,,,352,37
990,8,16,PvdD,Party for the Animals,Partij voor de Dieren,Partij voor de Dieren,,http://en.wikipedia.org/wiki/Party_for_the_Animals,,,,,300,1528006,,,,,,,528,20
993,64,40,VB,Flemish Block,Vlaams Blok,Vlaams Blok,,http://en.wikipedia.org/wiki/Vlaams_Blok,,,,21914,19,1056711,,313,,112,5063,112,56,41
995,11,17,MPc,Mauri Pacific,Mauri Pacific,Mauri Pacific,,http://en.wikipedia.org/wiki/Mauri_Pacific,,,,,,,,,,,,,554,32
996,10,12,ONS,Union for National Salvation,Obedinenie za Nacionalno Spasenie,Obedinenie za Nacionalno Spasenie,,http://en.wikipedia.org/wiki/National_Movement_for_the_Salvation_of_the_Fatherland,,,,80952,,,,,,,,,100,39
997,11,26,NP,National Party,National Party,National Party,,http://en.wikipedia.org/wiki/New_Zealand_National_Party,,,,64620,,,,1203,2704,,7268,,554,24
998,63,14,PSR,Revolutionary Socialist Party,Partido Socialista Revolucionário,Partido Socialista Revolucionario,,http://en.wikipedia.org/wiki/Revolutionary_Socialist_Party_%28Portugal%29,,,,,,,,,,1208,,,620,49
999,68,3,KDU,Christian and Democratic Union,Krestanská a Demokratická Unie,Krestanska a Demokratická Unie,,,,,"composed of: KDS Krestanskodemokraticka strana (Christian Democratic Party), KDH Krestodemokratické Hnuti, (Christian and Democratic Movement), PA Podnikatelské Asociace (Association of Entrepreneurs), ZS Zemédélská Strana (Farmersty)",82529,,,,,,,,,203,11
1000,1,3,DS,Democratic Party,Demokratická strana,Demokraticka strana,,http://en.wikipedia.org/wiki/Democratic_Party_%28Slovakia%29,,,,96420,,,,,,,,,703,13
1001,55,19,LZP,Latvian Green Party,Latvijas Zaļā partija,Latvijas Zala partija,,http://en.wikipedia.org/wiki/Green_Party_of_Latvia,,,,,,,,,,,2210,2405,428,56
1002,7,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,,,,,,,,442,990
1003,72,11,MLP,Malta Labour Party,Partit Laburista,Partit Laburista,,http://en.wikipedia.org/wiki/Malta_Labour_Party,,,,54320,226,1470300,,,,,7004,,470,10
1005,26,6,DL-M,Democracy is Freedom -- The Daisy,Democrazia è Libertà – La Margherita,Democrazia e Liberta -- La Margherita,,http://en.wikipedia.org/wiki/Daisy-Democracy_is_Freedom,,,,32421,,,,,,,6746,819,380,50
1006,56,11,Sam,Social Democratic Alliance,Samfylkingin,Samfylkingin,,http://en.wikipedia.org/wiki/Alliance_%28Iceland%29,,,,15328,,,,,,,6259,,352,14
1007,69,26,DSU,German Social Union,Deutsche Soziale Union,Deutsche Soziale Union,,http://en.wikipedia.org/wiki/German_Social_Union_%28East_Germany%29,dhbt,,,85522,,,,,,,,,1003,28
1008,26,11,PSU,Unified Socialist Party,Partito Socialista Unificato,Partito Socialista Unificato,,http://en.wikipedia.org/wiki/Unified_Socialist_Party_(Italy),,,,32322,,,127,,,,,,380,68
1009,67,6,NSP,Young Finns,Nuorsuomalaiset – Ungfinnarna,Nuorsuomalaiset -- Ungfinnarna,,http://en.wikipedia.org/wiki/Young_Finns,,,,14430,,,,,,1412,,,246,18
1010,35,27,Mi,Middle Parties,Mittenpartierna,Mittenpartierna,,http://sv.wikipedia.org/wiki/Politisk_mitt,,,pre electoral regional alliance between 'Folkpartiet' and 'Centerpartiet' appearing only in the Gotland constituency,,,,,,,,,,752,30
1011,74,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,,,,,,,,616,990
1012,40,3,CsP-PCS,Christian Social Party,Christlich-soziale Partei – Parti chrétien-social,Christlich-soziale Partei -- Parti chretien-social,,http://en.wikipedia.org/wiki/Christian_Social_Party_%28Switzerland%29,,,,,,,,,,,,,756,46
1013,59,3,OVP,Austrian People's Party,Österreichische Volkspartei,Oesterreichische Volkspartei,,http://en.wikipedia.org/wiki/%C3%96sterreichische_Volkspartei,,,,42520,6,1040520,,203,309,1302,4847,1302,40,23
1014,37,14,SP,Socialist Party,Páirtí Sóisialach,Pairti Soisialach,,http://en.wikipedia.org/wiki/Socialist_Party_(Ireland),,,,,173,,,,,,,710,372,33
1015,23,6,PNL,National Liberal Party,Partidul Naţional Liberal,Partidul National Liberal,,http://en.wikipedia.org/wiki/National_Liberal_Party_(Romania),,,,93430,249,1642401,,,3201,,3252,2705,642,25
1016,1,11,SOP,Party of Civic Understanding,Strana občianskeho porozumenia,Strana obcianskeho porozumenia,,http://sk.wikipedia.org/wiki/Strana_ob%C4%8Dianskeho_porozumenia,,,,96422,,,,,,,,,703,56
1017,44,6,NLP,National Liberal Party,National Liberal Party,National Liberal Party,,http://en.wikipedia.org/wiki/National_Liberal_Party_%28UK%29,,,,,,,,,,,,,826,32
1018,74,3,WAK,Catholic Election Action,Wyborcza Akcja Katolicka,Wyborcza Akcja Katolicka,,http://pl.wikipedia.org/wiki/Wyborcza_Akcja_Katolicka,,,,92530,,,,,3007,,,,616,35
1019,74,3,BBWR,Non-Party Block for Supporting the Reforms,Bezpartyjny Blok Wspierania Reform,Bezpartyjny Blok Wspierania Reform,,http://en.wikipedia.org/wiki/Bezpartyjny_Blok_Wspierania_Reform,,,,92901,,,,,,,,,616,50
1020,68,12,etc,others,others,others,,,,,,,,,,,,,,,203,995
1023,44,11,SDLP,Social Democratic and Labour Party,Social Democratic and Labour Party,Social Democratic and Labour Party,,http://en.wikipedia.org/wiki/Social_Democratic_and_Labour_Party,,,,,,,,,,1103,,,826,35
1024,8,16,RKPN,Roman Catholic Party,Rooms-Katholieke Partij Nederland,Rooms-Katholieke Partij Nederland,,http://en.wikipedia.org/wiki/RKPN,,,,,,,,,,,,,528,39
1025,69,9,DFD,Democratic Women's League of Germany,Demokratischer Frauenbund Deutschlands,Demokratischer Frauenbund Deutschlands,,http://en.wikipedia.org/wiki/Democratic_Women%27s_League_of_Germany,,,,85901,,,,,,,,,1003,15
1026,27,9,EE,Basque Left,Euzkadiko Ezkerra,Euzkadiko Ezkerra,,http://en.wikipedia.org/wiki/Euskadiko_Ezkerra,,,,33901,,,,1403,,509,,,724,21
1027,41,26,EP,National Alignment,Ethniki Parataxis,Ethniki Parataxis,Κριτήρια αναζήτησης,http://en.wikipedia.org/wiki/National_Alignment,,,,34610,,,,,,,,,300,22
1028,26,9,MIS,Movement for the Independence of Sicily,Movimento Indipendentista Siciliano,Movimento Indipendentista Siciliano,,http://it.wikipedia.org/wiki/Movimento_Indipendentista_Siciliano#Assemblea_Costituente_.281946-1948.29,,,,,,,,,,,,,380,19
1029,64,11,SP,Socialist Party,Socialistische Partij,Socialistische Partij,,http://en.wikipedia.org/wiki/Socialistische_Partij_-_Anders,,,,21321,18,1056327,,304,404,103,5043,103,56,49
1030,26,9,SVP,South Tyrol Peoples Party,Südtiroler Volkspartei,Suedtiroler Volkspartei,,,,,,,,,,,,,,827,380,73
1033,72,28,CP,Constitutional Party,Constitutional Party,Constitutional Party,,,,,"''The Constitutional Party did not contest in the 1945 election because it was opposed to an election before self-government was restored. The party was dessolved in 1946 and revived in June 1953.'' (Mackie/Rose 1991, 313)",,,,,,,,,,470,24
1038,74,2,PBL,Polish Peasant Bloc,Polski Blok Ludowy,Polski Blok Ludowy,,http://en.wikipedia.org/wiki/Polski_Blok_Ludowy,,It had one MEP (Wacław Klukowski) among 2004 pre-election appointed MEPs.,,,,,,,,,,,616,25
1039,59,12,todo,to be coded,to be coded,to be coded,,,,,,,,,,,,,,,40,999
1040,26,28,MpA,Movement for Autonomy,Movimento per l'Autonomia,Movimento per l'Autonomia,,http://en.wikipedia.org/wiki/Movement_for_Autonomy,,,,,,,,,,,,,380,144
1042,55,14,LVP,Latvian Unity Party,Latvijas Vienības Partija,Latvijas Vienibas Partija,,http://en.wikipedia.org/wiki/Latvian_Unity_Party,,,,87320,,,,,,,,,428,50
1043,55,40,LPP,Latvia's First Party,Latvijas Pirmā partija,Latvijas Pirma partija,,http://en.wikipedia.org/wiki/Latvia_First_Party,,,,87521,,,,,,,2080,2404,428,54
1045,15,26,TS-LK,Homeland Union,Tėvynės Sąjunga,Tevynes Sąjunga,,http://en.wikipedia.org/wiki/Homeland_Union_%28Lithuanian_Conservatives%29,,,,88620,,,,,2406,,2404,2506,440,18
1047,60,3,NSi,New Slovenia -- Christian People's Party,Nova Slovenija – Krščanska ljudska stranka,Nova Slovenija -- Krscanska ljudska stranka,,http://en.wikipedia.org/wiki/New_Slovenia_Christian_People%27s_Party,reuters,,,97522,262,1705522,,,,,4235,2905,705,19
1048,26,11,Ulivo,The Olive Tree,L'Ulivo,L'Ulivo,,http://en.wikipedia.org/wiki/Ulivo,,,,32329,,,,,,,6626,,380,37
1049,51,40,ADK,Fighting Democratic Movement,Agonistiko Dimokratiko Kinima,Agonistiko Dimokratiko Kinima,Αγωνιστικό Δημοκρατικό Κίνημα,http://en.wikipedia.org/wiki/Fighting_Democratic_Movement,,,,,,,,,,,5333,,196,33
1050,26,40,PNM,Monarchist National Party,Partito Nazionale Monarchico,Partito Nazionale Monarchico,,http://en.wikipedia.org/wiki/Monarchist_National_Party,,,,,,,133,,,,,,380,14
1051,64,3,PSC-CVP,Francophone Christian Social Party and Flemish Christian People's Party,Parti Social Chrétien – Christelijke Volkspartij,Parti Social Chretien -- Christelijke Volkspartij,,http://en.wikipedia.org/wiki/Christian_Social_Party_%28Belgium%2C_defunct%29,,,,21520,,,95,,,,,,56,34
1052,18,40,HSP,Croatian Party of Right,Hrvatska stranka prava,Hrvatska stranka prava,,http://en.wikipedia.org/wiki/Hrvatska_stranka_prava,,,,,42,,,,,,,,70,29
1053,5,11,DSP,Democratic Socialist Party,Minshu Shakai-tō,Minshu Shakai-tō,民主社会党,http://en.wikipedia.org/wiki/Democratic_Socialist_Party_%28Japan%29,,,,71321,,,,,2204,,,,392,28
1054,18,26,PDP,Party of Democratic Progress,Partija demokratskog progresa RS,Partija demokratskog progresa RS,Партија демократског прогреса РС,http://en.wikipedia.org/wiki/Party_of_Democratic_Progress,,,,79422,,,,,,,560,,70,19
1055,5,12,etc,others,others,others,,,,,,,,,,,,,,,392,995
1056,15,14,FRONTAS,Front Party,Fronto partija,Fronto partija,,http://en.wikipedia.org/wiki/Front_%28Party%29,,,,,206,,,,,,,,440,29
1057,44,28,R,Respect -- The Unity Coalition,Respect – The Unity Coalition,Respect -- The Unity Coalition,,http://en.wikipedia.org/wiki/Respect_-_The_Unity_Coalition,,,,,,,,,,,,,826,42
1058,43,6,NC,New Centre,Nouveau centre,Nouveau centre,,http://en.wikipedia.org/wiki/New_Centre,,,,,,,,,,,,,250,41
1059,41,9,Mus,Independent Muslim Lists,Independent Muslim Lists,Independent Muslim Lists,Εμπιστοσύνη (Ροδόπη),,,,"""Lists representing the Turkish-speaking Muslim minority in two districts in Thrace."" (Mackie and Rose 1991)",,,,,,,,,,300,18
1060,10,6,UFD,Union of Free Democrats,Sajuz na svobodnite demokrati,Sajuz na svobodnite demokrati,Съюз на свободните демократи,http://en.wikipedia.org/wiki/Union_of_Free_Democrats,afp,,,,,,,,,,998,,100,55
1061,1,6,VPN,Public against Violence,Verejnosť proti násiliu,Verejnos' proti nasiliu,,http://en.wikipedia.org/wiki/Public_Against_Violence,,,,96430,,,,,,,,,703,26
1062,67,19,VIHR,Green League,Vihreä Liitto – Gröna Förbundet,Vihrea Liitto -- Grona Forbundet,,http://en.wikipedia.org/wiki/Vihre%C3%A4_Liitto,,,,14110,98,1246110,,,1302,1408,5797,1408,246,10
1063,26,6,ALD,Autonomy Liberty Democracy,Autonomie Liberté Démocratie,Autonomie Liberte Democratie,,http://en.wikipedia.org/wiki/Autonomy_Liberty_Democracy,,,,,,,,,,,,,380,119
1064,75,28,EKo,Estonian Citizens,Eesti Kodanik,Eesti Kodanik,,"http://en.wikipedia.org/wiki/Estonian_parliamentary_election,_1992",,,,83712,,,,,,,,,233,41
1070,69,19,B90,Alliance 90,Bündnis 90,Buendnis 90,,http://en.wikipedia.org/wiki/Alliance_90,dhbt,,,85112,,,,,,,,,1003,12
1071,51,12,Greek,Greek,Greek,Greek,,,,,,,,,,,,,,,196,11
1072,1,40,SNS,Slovak National Party,Slovenská národná strana,Slovenska narodna strana,,http://en.wikipedia.org/wiki/Slovak_National_Party,,,,96710,257,1703710,,,3401,,4131,2809,703,40
1074,74,14,PZZ,Polish Western Union,Polski Związek Zachodni,Polski Zwiazek Zachodni,,http://pl.wikipedia.org/wiki/Polski_Zwi%C4%85zek_Zachodni,,,,92711,,,,,,,,,616,55
1075,41,14,ΝΑR,New Left Current,Neo Aristero Revma,Neo Aristero Revma,Νέο Αριστερό Ρεύμα,http://en.wikipedia.org/wiki/New_Left_Current,,,,,,,,,,407,,,300,29
1077,74,14,PZPR,Polish United Workers' Party,Polska Zjednoczone Partia Robotnicza,Polska Zjednoczone Partia Robotnicza,,http://en.wikipedia.org/wiki/Polska_Zjednoczona_Partia_Robotnicza,,,,,,,,,,,,,616,10
1080,26,28,LV,Venetian League,Liga Veneta,Liga Veneta,,http://en.wikipedia.org/wiki/Liga_Veneta,,,,,,,,,,,,,380,22
1083,55,17,LKPP,Latvia’s Party of Russian Citizens,Latvijas Krievu pilsoņu partija,Latvijas Krievu pilsonu partija,,,,,,,,,,,,,,,428,68
1084,33,12,etc,others,others,others,,,,,,,,,,,,,,,36,995
1086,43,3,MRP,Popular Republican Movement,Mouvement républicain populaire,Mouvement republicain populaire,,http://en.wikipedia.org/wiki/Popular_Republican_Movement,,,"Linked to RPR from Castles/Mair expert survey, to have a left/right position for the party.",31521,,,,706,,,,,250,52
1088,26,14,PCI,Communist Party,Partito Comunisti Italiani,Partito Comunisti Italiani,,http://en.wikipedia.org/wiki/Partito_Comunista_Italiano,,,,32220,,,126,1003,,,,,380,23
1090,23,17,FDGR,Democratic Forum of Germans in Romania,Forumul Democrat al Germanilor din România,Forumul Democrat al Germanilor din Romania,,http://en.wikipedia.org/wiki/Democratic_Forum_of_Germans_in_Romania,,,,,,,,,,,,2708,642,30
1091,74,12,etc,others,others,others,,,,,,,,,,,,,,,616,995
1092,44,28,RepLP,Republican Labour Party,Republican Labour Party,Republican Labour Party,,http://en.wikipedia.org/wiki/Republican_Labour_Party,,,,,,,,,,,,,826,45
1094,43,26,G,Gaullists,Gaullists,Gaullists,,http://en.wikipedia.org/wiki/Union_for_the_New_Republic,,,"1946 Union gaulliste
1951 Rassemblement du peuple français
1956 Républicains sociaux
1958 Union pour la nouvelle république (UNR), Centre de la Reforme republicaine, Renouveau et fidelité, and independent Gaullist candidates
1962 UNR and Union démocratique du travail (UDT)
1967 UNR and Union démocratique du travail (UDT)
1968 Ihe Union pour la défence de la république

(Mackie and Rose 1991, 142)",31621,,,,706,,,,,250,22
1096,67,27,KOK/IK,National Coalition Party / Patriotic Popular Movement,Kansallinen Kokoomus / Isänmaallinen Kansanliike,Kansallinen Kokoomus / Isanmaallinen Kansanliike,,,,,,,,,,,,,,,246,62
1100,55,17,SC,Harmony Centre,Saskaņas Centrs,Saskanas Centrs,,http://en.wikipedia.org/wiki/Harmony_Centre,,,,,195,1428317,,,,,,2410,428,16
1101,43,26,MF,Movement for France,Mouvement pour la France,Mouvement pour la France,,http://en.wikipedia.org/wiki/Mouvement_pour_la_France,,,,,111,,,,,612,5831,612,250,56
1104,74,6,UW-PD,Freedom Union -- Democratic Party,Unia Wolności – Partia Demokratyczna,Unia Wolnosci -- Partia Demokratyczna,,http://en.wikipedia.org/wiki/Freedom_Union_(Poland),,,,92434,,,,,,,3180,2609,616,38
1105,67,19,Eko,Ecological Party,Ekologinen puolue – Ekologiska partiet,Ekologinen puolue -- Ekologiska partiet,,http://fi.wikipedia.org/wiki/Ekologinen_puolue,,,,,,,,,,,,1413,246,20
1106,18,28,RSRS,Radical Party of the Republic Serbia,Radikalna Stranka Republike Srpske,Radikalna Stranka Republike Srpske,,,,,,79722,,,,,,,,,70,34
1107,66,19,PZU,Party of Greens of Ukraine,Partija Zelenykh Ukrainy,Partija Zelenykh Ukrainy,Партія Зелених України,http://en.wikipedia.org/wiki/Partija_Zelenych_Ukrajiny,,,,98111,,,,,,,4521,,804,12
1108,67,11,TPSL,Social Democratic League of Workers and Smallholders,Tyäväen ja Pienviljelijäin Sosialdemokraattinen Liitto – Arbetarnas och Småbrukarnas Socialdemokratiska Förbund,Tyavaen ja Pienviljelijain Sosialdemokraattinen Liitto -- Arbetarnas och Smabrukarnas Socialdemokratiska Forbund,,http://en.wikipedia.org/wiki/Social_Democratic_Union_of_Workers_and_Smallholders,"edu, jacobs, rferl",The Social Democratic (SSDP) split internally over the election of a new chairman at a party congress on 21 April 1957. Some MPs formed the Independent Social Democrats (Sosialidemokraattinen riippumaton) parliamentary group on 26 March 1958 and run as Social Democratic Opposition (Sosialidemokraattisen opposition) in the 1958 election. The party was formed by establishing a parliamentary group under its name on 6 March 1959.,,14310,,,22,,,,,,246,30
1109,67,6,Vl,Liberal League,Vapaamielisten Liitto – De Frisinnades Förbund,Vapaamielisten Liitto -- De Frisinnades Forbund,,http://en.wikipedia.org/wiki/Liberal_League_%28Finland%29,"mchale, jacobs, toer68","Liberal League (VI) usually allied with the National Coalition (KOK) in the elections between 1951 and 1962 (Törnudd 1968, 95).",,,,,26,,,,,,246,14
1110,64,6,PVV,Party of Liberty and Progress,Partij voor Vrijheid en Vooruitgang,Partij voor Vrijheid en Vooruitgang,,http://en.wikipedia.org/wiki/Vlaamse_Liberalen_en_Democraten,,,,21421,16,1056421,,311,,106,5083,107,56,39
1111,18,11,SDP-BiH,Social Democratic Party of Bosnia and Hercegovina,Socijaldemokratska partija Bosne i Hercegovine,Socijaldemokratska partija Bosne i Hercegovine,,http://en.wikipedia.org/wiki/Social_Democratic_Party_of_Bosnia_and_Herzegovina,,,,79321,47,,,,,,636,,70,18
1112,51,12,todo,to be coded,to be coded,to be coded,,,,,,,,,,,,,,,196,999
1113,64,27,SPA/Spirit,Socialist Party Different / Social Liberal Party,Socialistische Partij Anders / Sociaal-Liberale Partij,Socialistische Partij Anders / Sociaal-Liberale Partij,,,,,,21321,,,,,,,5043,103,56,79
1116,26,28,FN,New Force,Forza Nuova,Forza Nuova,,http://en.wikipedia.org/wiki/New_Force_(Italy),,,,,,,,,,,,,380,147
1117,8,3,RKSP,Roman-Catholic Political Party,Rooms-Katholieke Staatspartij,Rooms-Katholieke Staatspartij,,http://en.wikipedia.org/wiki/Roman-Catholic_State_Party,,,,,,,,,,,,,528,57
1118,67,26,KOK,National Coalition Party,Kansallinen Kokoomus – Samlingspartiet,Kansallinen Kokoomus -- Samlingspartiet,,http://en.wikipedia.org/wiki/Kansallinen_Kokoomus,,,,14620,86,1246620,19,608,1308,1402,5697,1402,246,38
1119,67,12,none,no party affiliation,ei kukaan – ingen,ei kukaan -- ingen,,,,,,,,,,,,,,,246,990
1120,23,11,PSD,Social Democratic Party,Partidul Social Democrat,Partidul Social Democrat,,http://en.wikipedia.org/wiki/Social_Democratic_Party_(Romania),,,,93320,252,1642300,,,3202,,3330,2701,642,10
1123,68,6,ODA,Civic Democratic Alliance,Občanská demokratická aliance,Obcanska demokraticka aliance,,http://en.wikipedia.org/wiki/Civic_Democratic_Alliance,,,,82412,,,,,1006,,,,203,32
1124,5,6,YP,Your Party,Minna no Tō,Minna no To,みんなの党,http://en.wikipedia.org/wiki/Your_Party,,,,,,,,,,,,,392,41
1126,44,40,NF,National Front,National Front,National Front,,http://en.wikipedia.org/wiki/British_National_Front,,,,,,,,,,,,,826,26
1128,21,12,none,no party affiliation,ingen,ingen,,,,,,,,,,,,,,,208,990
1130,7,16,Bl,Citizens' List,Biergerlëscht – Liste des citoyens,Biergerlescht -- Liste des citoyens,,http://en.wikipedia.org/wiki/Citizens'_List,,,,,416,1442009,,,,,,,442,24
1131,54,9,BP,Bavarian Party,Bayernpartei,Bayernpartei,,http://en.wikipedia.org/wiki/Bavaria_Party,,,,41911,,,,,,,,,276,33
1134,7,11,SDP,Social Democratic Party,Sozialdemokratesch Partei – Parti Social Démocrate – Sozialdemokratische Partei,Sozialdemokratesch Partei -- Parti Social Democrate -- Sozialdemokratische Partei,,http://en.wikipedia.org/wiki/Social_Democratic_Party_%28Luxembourg%29,,,,,,,,,,,,,442,13
1136,5,26,NFP,New Frontier Party,Shinshin-to,Shinshin-to,新進党,http://en.wikipedia.org/wiki/New_Frontier_Party,afp,New Frontier Party (NFP) split into six parties following its dissolution on 27 December 1997 (AFP).,,71623,,,,,2205,,,,392,14
1137,75,11,EK,Centre Party of Estonia,Eesti Keskerakond,Eesti Keskerakond,,http://en.wikipedia.org/wiki/Eesti_Keskerakond,,,,83411,75,1233411,,,1204,,1716,2202,233,19
1140,74,11,SDPL,Social Democracy of Poland,Socjaldemokracja Polska,Socjaldemokracja Polska,,http://en.wikipedia.org/wiki/Social_Democracy_of_Poland,,,,,,,,,,,,2611,616,34
1142,1,26,HZDS,Movement for a Democratic Slovakia,Hnutie za demokratické Slovensko,Hnutie za Demokraticke Slovensko,,http://en.wikipedia.org/wiki/Movement_for_a_Democratic_Slovakia,,,,96711,255,1703711,,,3403,,3876,2801,703,49
1143,26,27,Unione,The Union,L'Unione,L'Unione,,http://en.wikipedia.org/wiki/The_Union_(political_coalition),,,,,,,,,,,,,380,142
1144,15,28,LDP,Lithuanian Democratic Party,Lietuvos demokratų partijos jungtinis sąrašas,Lietuvos demokratų partijos jungtinis sąrašas,,http://lt.wikipedia.org/wiki/LDP,,,,88522,,,,,2407,,,,440,17
1145,26,28,UDR,Union of republican democrats,Unione dei democratici per la repubblica,Unione dei democratici per la repubblica,,http://en.wikipedia.org/wiki/Democratic_Union_for_the_Republic,,,,,,,,,,,,,380,162
1146,5,26,NPS,New Party Sakigake,Shinto Sakigake,Shinto Sakigake,新党さきがけ,http://en.wikipedia.org/wiki/New_Party_Sakigake,,,,71951,,,,,,,,,392,20
1147,63,12,todo,to be coded,to be coded,,,,,,,,,,,,,,,,620,999
1149,10,12,OT,Union for the King,Obedinenie za Tsarya,Obedinenie za Tsarya,,,,,,,,,,,,,,,100,24
1151,51,12,etc,others,others,others,,,,,,,,,,,,,,,196,995
1154,35,19,MP,Greens,Miljöpartiet de Gröna,Miljopartiet de Grona,,http://en.wikipedia.org/wiki/Milj%C3%B6partiet_de_Gr%C3%B6na,,,,11110,281,1752110,,,3703,1607,7920,1607,752,10
1157,18,40,SRS-RS,Serbian Radical Party of the Republic Serbia,Srpska Radikalna Stranka Republike Srpske,Srpska Radikalna Stranka Republike Srpske,Српска радикална странка,http://en.wikipedia.org/wiki/Serbian_Radical_Party,,,,79721,,,,,,,,,70,30
1158,7,19,GLEI,Green Left Ecological Initiative,"Greng Lëscht Ekologesch Initiativ – Liste Verte, Initiative Écologiste","Greng Lescht Ekologesch Initiativ -- Liste Verte, Initiative Ecologiste",,http://en.wikipedia.org/wiki/The_Greens_%28Luxembourg%29,,,,23111,,,,,,906,,,442,10
1160,10,27,KzB,Coalition for Bulgaria,Koalicija za Balgarija,Koalicija za Balgarija,Коалиция за България,http://en.wikipedia.org/wiki/Coalition_for_Bulgaria,,,,80221,,1100300,,,,,,2003,100,29
1161,10,11,PBSD,Party of Bulgarian Social Democrats,Partiya balgarski sotsialdemokrati,Partiya balgarski sotsialdemokrati,партия Български социалдемократи,http://en.wikipedia.org/wiki/Party_of_Bulgarian_Social_Democrats,,,,,,,,,,,,,100,76
